time,abgw_detached_files_rate,instance
04_06_20:45,0,10.253.40.11:44444
04_06_20:50,0,10.253.40.11:44444
04_06_20:55,0,10.253.40.11:44444
04_06_20:00,0,10.253.40.12:44444
04_06_20:05,0,10.253.40.12:44444
04_06_20:10,0,10.253.40.12:44444
04_06_20:15,0,10.253.40.12:44444
04_06_20:20,0,10.253.40.12:44444
04_06_20:25,0,10.253.40.12:44444
04_06_20:30,0,10.253.40.12:44444
04_06_20:35,0,10.253.40.12:44444
04_06_20:40,0.016666666666666666,10.253.40.12:44444
04_06_20:45,0,10.253.40.12:44444
04_06_20:50,0,10.253.40.12:44444
04_06_20:55,0,10.253.40.12:44444
04_06_20:00,0,10.253.40.13:44444
04_06_20:05,0,10.253.40.13:44444
04_06_20:10,0,10.253.40.13:44444
04_06_20:15,0,10.253.40.13:44444
04_06_20:20,0,10.253.40.13:44444
04_06_20:25,0,10.253.40.13:44444
04_06_20:30,0,10.253.40.13:44444
04_06_20:35,0,10.253.40.13:44444
04_06_20:40,0,10.253.40.13:44444
04_06_20:45,0,10.253.40.13:44444
04_06_20:50,0,10.253.40.13:44444
04_06_20:55,0,10.253.40.13:44444
04_06_20:00,0,10.253.40.14:44444
04_06_20:05,0,10.253.40.14:44444
04_06_20:10,0,10.253.40.14:44444
04_06_20:15,0,10.253.40.14:44444
04_06_20:20,0,10.253.40.14:44444
04_06_20:25,0,10.253.40.14:44444
04_06_20:30,0,10.253.40.14:44444
04_06_20:35,0,10.253.40.14:44444
04_06_20:40,0,10.253.40.14:44444
04_06_20:45,0,10.253.40.14:44444
04_06_20:50,0,10.253.40.14:44444
04_06_20:55,0,10.253.40.14:44444
04_06_20:00,0,10.253.40.15:44444
04_06_20:05,0,10.253.40.15:44444
04_06_20:10,0,10.253.40.15:44444
04_06_20:15,0.03333333333333333,10.253.40.15:44444
04_06_20:20,0.016666666666666666,10.253.40.15:44444
04_06_20:25,0,10.253.40.15:44444
04_06_20:30,0,10.253.40.15:44444
04_06_20:35,0,10.253.40.15:44444
04_06_20:40,0,10.253.40.15:44444
04_06_20:45,0.016666666666666666,10.253.40.15:44444
04_06_20:50,0,10.253.40.15:44444
04_06_20:55,0,10.253.40.15:44444
04_06_20:00,0,10.253.40.17:44444
04_06_20:05,0,10.253.40.17:44444
04_06_20:10,0,10.253.40.17:44444
04_06_20:15,0,10.253.40.17:44444
04_06_20:20,0,10.253.40.17:44444
04_06_20:25,0,10.253.40.17:44444
04_06_20:30,0,10.253.40.17:44444
04_06_20:35,0,10.253.40.17:44444
04_06_20:40,0,10.253.40.17:44444
04_06_20:45,0,10.253.40.17:44444
04_06_20:50,0,10.253.40.17:44444
04_06_20:55,0,10.253.40.17:44444
04_06_20:00,0,10.253.40.18:44444
04_06_20:05,0.016666666666666666,10.253.40.18:44444
04_06_20:10,0,10.253.40.18:44444
04_06_20:15,0,10.253.40.18:44444
04_06_20:20,0,10.253.40.18:44444
04_06_20:25,0,10.253.40.18:44444
04_06_20:30,0,10.253.40.18:44444
04_06_20:35,0,10.253.40.18:44444
04_06_20:40,0,10.253.40.18:44444
04_06_20:45,0,10.253.40.18:44444
04_06_20:50,0,10.253.40.18:44444
04_06_20:55,0,10.253.40.18:44444
04_06_20:00,0,10.253.40.19:44444
04_06_20:05,0,10.253.40.19:44444
04_06_20:10,0,10.253.40.19:44444
04_06_20:15,0,10.253.40.19:44444
04_06_20:20,0,10.253.40.19:44444
04_06_20:25,0,10.253.40.19:44444
04_06_20:30,0,10.253.40.19:44444
04_06_20:35,0,10.253.40.19:44444
04_06_20:40,0.016666666666666666,10.253.40.19:44444
04_06_20:45,0,10.253.40.19:44444
04_06_20:50,0,10.253.40.19:44444
04_06_20:55,0,10.253.40.19:44444
04_06_20:00,0,10.253.40.20:44444
04_06_20:05,0,10.253.40.20:44444
04_06_20:10,0,10.253.40.20:44444
04_06_20:15,0,10.253.40.20:44444
04_06_20:20,0,10.253.40.20:44444
04_06_20:25,0,10.253.40.20:44444
04_06_20:30,0,10.253.40.20:44444
04_06_20:35,0,10.253.40.20:44444
04_06_20:40,0,10.253.40.20:44444
04_06_20:45,0,10.253.40.20:44444
04_06_20:50,0,10.253.40.20:44444
04_06_20:55,0,10.253.40.20:44444
04_06_20:00,0,10.253.40.21:44444
04_06_20:05,0,10.253.40.21:44444
04_06_20:10,0,10.253.40.21:44444
04_06_20:15,0,10.253.40.21:44444
04_06_20:20,0,10.253.40.21:44444
04_06_20:25,0.016666666666666666,10.253.40.21:44444
04_06_20:30,0,10.253.40.21:44444
04_06_20:35,0,10.253.40.21:44444
04_06_20:40,0,10.253.40.21:44444
04_06_20:45,0,10.253.40.21:44444
04_06_20:50,0,10.253.40.21:44444
04_06_20:55,0,10.253.40.21:44444
04_06_20:00,0,10.253.40.22:44444
04_06_20:05,0.03333333333333333,10.253.40.22:44444
04_06_20:10,0,10.253.40.22:44444
04_06_20:15,0,10.253.40.22:44444
04_06_20:20,0,10.253.40.22:44444
04_06_20:25,0,10.253.40.22:44444
04_06_20:30,0,10.253.40.22:44444
04_06_20:35,0,10.253.40.22:44444
04_06_20:40,0,10.253.40.22:44444
04_06_20:45,0,10.253.40.22:44444
04_06_20:50,0,10.253.40.22:44444
04_06_20:55,0,10.253.40.22:44444
04_06_20:00,0,10.253.40.23:44444
04_06_20:05,0,10.253.40.23:44444
04_06_20:10,0,10.253.40.23:44444
04_06_20:15,0,10.253.40.23:44444
04_06_20:20,0,10.253.40.23:44444
04_06_20:25,0,10.253.40.23:44444
04_06_20:30,0,10.253.40.23:44444
04_06_20:35,0,10.253.40.23:44444
04_06_20:40,0,10.253.40.23:44444
04_06_20:45,0,10.253.40.23:44444
04_06_20:50,0,10.253.40.23:44444
04_06_20:55,0,10.253.40.23:44444
04_06_20:00,0,10.253.40.24:44444
04_06_20:05,0,10.253.40.24:44444
04_06_20:10,0,10.253.40.24:44444
04_06_20:15,0,10.253.40.24:44444
04_06_20:20,0,10.253.40.24:44444
04_06_20:25,0,10.253.40.24:44444
04_06_20:30,0,10.253.40.24:44444
04_06_20:35,0,10.253.40.24:44444
04_06_20:40,0,10.253.40.24:44444
04_06_20:45,0,10.253.40.24:44444
04_06_20:50,0,10.253.40.24:44444
04_06_20:55,0,10.253.40.24:44444
04_06_20:00,0,10.253.40.25:44444
04_06_20:05,0,10.253.40.25:44444
04_06_20:10,0,10.253.40.25:44444
04_06_20:15,0,10.253.40.25:44444
04_06_20:20,0,10.253.40.25:44444
04_06_20:25,0,10.253.40.25:44444
04_06_20:30,0,10.253.40.25:44444
04_06_20:35,0,10.253.40.25:44444
04_06_20:40,0,10.253.40.25:44444
04_06_20:45,0,10.253.40.25:44444
04_06_20:50,0,10.253.40.25:44444
04_06_20:55,0,10.253.40.25:44444
04_06_20:00,0,10.253.40.26:44444
04_06_20:05,0,10.253.40.26:44444
04_06_20:10,0,10.253.40.26:44444
04_06_20:15,0,10.253.40.26:44444
04_06_20:20,0,10.253.40.26:44444
04_06_20:25,0,10.253.40.26:44444
04_06_20:30,0,10.253.40.26:44444
04_06_20:35,0,10.253.40.26:44444
04_06_20:40,0,10.253.40.26:44444
04_06_20:00,0,10.253.40.27:44444
04_06_20:05,0,10.253.40.27:44444
04_06_20:10,0,10.253.40.27:44444
04_06_20:15,0,10.253.40.27:44444
04_06_20:20,0,10.253.40.27:44444
04_06_20:25,0,10.253.40.27:44444
04_06_20:30,0,10.253.40.27:44444
04_06_20:35,0,10.253.40.27:44444
04_06_20:40,0,10.253.40.27:44444
04_06_20:45,0,10.253.40.27:44444
04_06_20:50,0,10.253.40.27:44444
04_06_20:55,0,10.253.40.27:44444
04_06_20:00,0,10.253.40.28:44444
04_06_20:05,0,10.253.40.28:44444
04_06_20:10,0,10.253.40.28:44444
04_06_20:15,0,10.253.40.28:44444
04_06_20:20,0,10.253.40.28:44444
04_06_20:25,0,10.253.40.28:44444
04_06_20:30,0,10.253.40.28:44444
04_06_20:35,0,10.253.40.28:44444
04_06_20:40,0,10.253.40.28:44444
04_06_20:45,0,10.253.40.28:44444
04_06_20:50,0,10.253.40.28:44444
04_06_20:55,0,10.253.40.28:44444
04_06_20:00,0,10.253.40.29:44444
04_06_20:05,0,10.253.40.29:44444
04_06_20:10,0,10.253.40.29:44444
04_06_20:15,0,10.253.40.29:44444
04_06_20:20,0,10.253.40.29:44444
04_06_20:25,0,10.253.40.29:44444
04_06_20:30,0,10.253.40.29:44444
04_06_20:35,0,10.253.40.29:44444
04_06_20:40,0,10.253.40.29:44444
04_06_20:45,0,10.253.40.29:44444
04_06_20:50,0,10.253.40.29:44444
04_06_20:55,0,10.253.40.29:44444
04_06_20:00,0,10.253.40.30:44444
04_06_20:05,0,10.253.40.30:44444
04_06_20:10,0,10.253.40.30:44444
04_06_20:15,0.016666666666666666,10.253.40.30:44444
04_06_20:20,0.016666666666666666,10.253.40.30:44444
04_06_20:25,0,10.253.40.30:44444
04_06_20:30,0,10.253.40.30:44444
04_06_20:35,0,10.253.40.30:44444
04_06_20:40,0,10.253.40.30:44444
04_06_20:45,0,10.253.40.30:44444
04_06_20:50,0.016666666666666666,10.253.40.30:44444
04_06_20:55,0,10.253.40.30:44444
04_06_20:00,0,10.253.40.31:44444
04_06_20:05,0,10.253.40.31:44444
04_06_20:10,0,10.253.40.31:44444
04_06_20:15,0,10.253.40.31:44444
04_06_20:20,0,10.253.40.31:44444
04_06_20:25,0,10.253.40.31:44444
04_06_20:30,0,10.253.40.31:44444
04_06_20:35,0,10.253.40.31:44444
04_06_20:40,0,10.253.40.31:44444
04_06_20:45,0,10.253.40.31:44444
04_06_20:50,0,10.253.40.31:44444
04_06_20:55,0,10.253.40.31:44444
04_06_20:00,0,10.253.40.32:44444
04_06_20:05,0,10.253.40.32:44444
04_06_20:10,0,10.253.40.32:44444
04_06_20:15,0,10.253.40.32:44444
04_06_20:20,0,10.253.40.32:44444
04_06_20:25,0,10.253.40.32:44444
04_06_20:30,0,10.253.40.32:44444
04_06_20:35,0,10.253.40.32:44444
04_06_20:40,0,10.253.40.32:44444
04_06_20:45,0,10.253.40.32:44444
04_06_20:50,0,10.253.40.32:44444
04_06_20:55,0,10.253.40.32:44444
04_06_20:00,0,10.253.40.33:44444
04_06_20:05,0,10.253.40.33:44444
04_06_20:10,0,10.253.40.33:44444
04_06_20:15,0,10.253.40.33:44444
04_06_20:20,0,10.253.40.33:44444
04_06_20:25,0,10.253.40.33:44444
04_06_20:30,0,10.253.40.33:44444
04_06_20:35,0,10.253.40.33:44444
04_06_20:40,0,10.253.40.33:44444
04_06_20:45,0,10.253.40.33:44444
04_06_20:50,0,10.253.40.33:44444
04_06_20:55,0,10.253.40.33:44444
04_06_20:00,0,10.253.40.34:44444
04_06_20:05,0,10.253.40.34:44444
04_06_20:10,0,10.253.40.34:44444
04_06_20:15,0,10.253.40.34:44444
04_06_20:20,0,10.253.40.34:44444
04_06_20:25,0,10.253.40.34:44444
04_06_20:30,0.016666666666666666,10.253.40.34:44444
04_06_20:35,0,10.253.40.34:44444
04_06_20:40,0,10.253.40.34:44444
04_06_20:45,0,10.253.40.34:44444
04_06_20:50,0,10.253.40.34:44444
04_06_20:55,0,10.253.40.34:44444
04_06_20:00,0,10.253.40.35:44444
04_06_20:05,0,10.253.40.35:44444
04_06_20:10,0,10.253.40.35:44444
04_06_20:15,0,10.253.40.35:44444
04_06_20:20,0,10.253.40.35:44444
04_06_20:25,0,10.253.40.35:44444
04_06_20:30,0,10.253.40.35:44444
04_06_20:35,0,10.253.40.35:44444
04_06_20:40,0,10.253.40.35:44444
04_06_20:45,0,10.253.40.35:44444
04_06_20:50,0,10.253.40.35:44444
04_06_20:55,0,10.253.40.35:44444
04_06_20:00,0,10.253.40.36:44444
04_06_20:05,0,10.253.40.36:44444
04_06_20:10,0,10.253.40.36:44444
04_06_20:15,0,10.253.40.36:44444
04_06_20:20,0,10.253.40.36:44444
04_06_20:25,0,10.253.40.36:44444
04_06_20:30,0,10.253.40.36:44444
04_06_20:35,0,10.253.40.36:44444
04_06_20:40,0,10.253.40.36:44444
04_06_20:45,0,10.253.40.36:44444
04_06_20:50,0,10.253.40.36:44444
04_06_20:55,0,10.253.40.36:44444
04_06_21:00,0.016666666666666666,10.253.40.11:44444
04_06_21:05,0,10.253.40.11:44444
04_06_21:10,0,10.253.40.11:44444
04_06_21:15,0,10.253.40.11:44444
04_06_21:20,0,10.253.40.11:44444
04_06_21:25,1.2166666666666666,10.253.40.11:44444
04_06_21:30,1.0666666666666667,10.253.40.11:44444
04_06_21:35,0.03333333333333333,10.253.40.11:44444
04_06_21:40,0,10.253.40.11:44444
04_06_21:45,0,10.253.40.11:44444
04_06_21:50,0,10.253.40.11:44444
04_06_21:55,0,10.253.40.11:44444
04_06_21:00,0,10.253.40.12:44444
04_06_21:05,0.08333333333333333,10.253.40.12:44444
04_06_21:10,0,10.253.40.12:44444
04_06_21:15,0,10.253.40.12:44444
04_06_21:20,0,10.253.40.12:44444
04_06_21:25,1.6833333333333333,10.253.40.12:44444
04_06_21:30,1.0833333333333333,10.253.40.12:44444
04_06_21:35,0.05,10.253.40.12:44444
04_06_21:40,7.216666666666667,10.253.40.12:44444
04_06_21:45,0,10.253.40.12:44444
04_06_21:50,0,10.253.40.12:44444
04_06_21:55,0,10.253.40.12:44444
04_06_21:00,0,10.253.40.13:44444
04_06_21:05,0,10.253.40.13:44444
04_06_21:10,0,10.253.40.13:44444
04_06_21:15,0,10.253.40.13:44444
04_06_21:20,0,10.253.40.13:44444
04_06_21:25,1.55,10.253.40.13:44444
04_06_21:30,0.9333333333333333,10.253.40.13:44444
04_06_21:35,0.05,10.253.40.13:44444
04_06_21:40,0,10.253.40.13:44444
04_06_21:45,0,10.253.40.13:44444
04_06_21:50,0,10.253.40.13:44444
04_06_21:55,0,10.253.40.13:44444
04_06_21:00,0,10.253.40.14:44444
04_06_21:05,0.1,10.253.40.14:44444
04_06_21:10,0,10.253.40.14:44444
04_06_21:15,0,10.253.40.14:44444
04_06_21:20,0,10.253.40.14:44444
04_06_21:25,0.9666666666666667,10.253.40.14:44444
04_06_21:30,0.8166666666666667,10.253.40.14:44444
04_06_21:35,0.05,10.253.40.14:44444
04_06_21:40,5.333333333333333,10.253.40.14:44444
04_06_21:45,0,10.253.40.14:44444
04_06_21:50,0,10.253.40.14:44444
04_06_21:55,0,10.253.40.14:44444
04_06_21:00,0,10.253.40.15:44444
04_06_21:05,0.08333333333333333,10.253.40.15:44444
04_06_21:10,0,10.253.40.15:44444
04_06_21:15,0.016666666666666666,10.253.40.15:44444
04_06_21:20,0.016666666666666666,10.253.40.15:44444
04_06_21:25,1.4666666666666666,10.253.40.15:44444
04_06_21:30,1.2333333333333334,10.253.40.15:44444
04_06_21:35,0.016666666666666666,10.253.40.15:44444
04_06_21:40,0,10.253.40.15:44444
04_06_21:45,0,10.253.40.15:44444
04_06_21:50,0,10.253.40.15:44444
04_06_21:55,0,10.253.40.15:44444
04_06_21:00,0,10.253.40.17:44444
04_06_21:05,0,10.253.40.17:44444
04_06_21:10,0.03333333333333333,10.253.40.17:44444
04_06_21:15,0,10.253.40.17:44444
04_06_21:20,0.03333277778703688,10.253.40.17:44444
04_06_21:25,0.6166666666666667,10.253.40.17:44444
04_06_21:30,0.5499908334861086,10.253.40.17:44444
04_06_21:35,0.016666666666666666,10.253.40.17:44444
04_06_21:40,6.15,10.253.40.17:44444
04_06_21:45,0.0333338888981483,10.253.40.17:44444
04_06_21:50,0,10.253.40.17:44444
04_06_21:55,0,10.253.40.17:44444
04_06_21:00,0,10.253.40.18:44444
04_06_21:05,0.016666666666666666,10.253.40.18:44444
04_06_21:10,0,10.253.40.18:44444
04_06_21:15,0.03333333333333333,10.253.40.18:44444
04_06_21:20,0.016666666666666666,10.253.40.18:44444
04_06_21:25,2.216666666666667,10.253.40.18:44444
04_06_21:30,0.4166666666666667,10.253.40.18:44444
04_06_21:35,0.016666666666666666,10.253.40.18:44444
04_06_21:40,0,10.253.40.18:44444
04_06_21:45,0,10.253.40.18:44444
04_06_21:50,0,10.253.40.18:44444
04_06_21:55,0,10.253.40.18:44444
04_06_21:00,0,10.253.40.19:44444
04_06_21:05,0.016666666666666666,10.253.40.19:44444
04_06_21:10,0,10.253.40.19:44444
04_06_21:15,0.016666666666666666,10.253.40.19:44444
04_06_21:20,0,10.253.40.19:44444
04_06_21:25,2.283333333333333,10.253.40.19:44444
04_06_21:30,0.6166666666666667,10.253.40.19:44444
04_06_21:35,0.03333333333333333,10.253.40.19:44444
04_06_21:40,0.016666666666666666,10.253.40.19:44444
04_06_21:45,0,10.253.40.19:44444
04_06_21:50,0.03333333333333333,10.253.40.19:44444
04_06_21:55,0,10.253.40.19:44444
04_06_21:00,0,10.253.40.20:44444
04_06_21:05,0,10.253.40.20:44444
04_06_21:10,0,10.253.40.20:44444
04_06_21:15,0,10.253.40.20:44444
04_06_21:20,0,10.253.40.20:44444
04_06_21:25,0.8,10.253.40.20:44444
04_06_21:30,0.9,10.253.40.20:44444
04_06_21:35,0.05,10.253.40.20:44444
04_06_21:40,0,10.253.40.20:44444
04_06_21:45,0,10.253.40.20:44444
04_06_21:50,0,10.253.40.20:44444
04_06_21:55,0,10.253.40.20:44444
04_06_21:00,0,10.253.40.21:44444
04_06_21:05,0.016666666666666666,10.253.40.21:44444
04_06_21:10,0.016666666666666666,10.253.40.21:44444
04_06_21:15,0,10.253.40.21:44444
04_06_21:20,0,10.253.40.21:44444
04_06_21:25,0.85,10.253.40.21:44444
04_06_21:30,0.7333333333333333,10.253.40.21:44444
04_06_21:35,0.05,10.253.40.21:44444
04_06_21:40,6.716666666666667,10.253.40.21:44444
04_06_21:45,0,10.253.40.21:44444
04_06_21:50,0.016666666666666666,10.253.40.21:44444
04_06_21:55,0,10.253.40.21:44444
04_06_21:00,0,10.253.40.22:44444
04_06_21:05,0,10.253.40.22:44444
04_06_21:10,0,10.253.40.22:44444
04_06_21:15,0.016666666666666666,10.253.40.22:44444
04_06_21:20,0,10.253.40.22:44444
04_06_21:25,1.0166666666666666,10.253.40.22:44444
04_06_21:30,1.1,10.253.40.22:44444
04_06_21:35,0.033332222259258026,10.253.40.22:44444
04_06_21:40,0,10.253.40.22:44444
04_06_21:45,0,10.253.40.22:44444
04_06_21:50,0,10.253.40.22:44444
04_06_21:55,0,10.253.40.22:44444
04_06_21:00,0,10.253.40.23:44444
04_06_21:05,0.08333333333333333,10.253.40.23:44444
04_06_21:10,0.03333333333333333,10.253.40.23:44444
04_06_21:15,0,10.253.40.23:44444
04_06_21:20,0,10.253.40.23:44444
04_06_21:25,1.2499791670138831,10.253.40.23:44444
04_06_21:30,0.6,10.253.40.23:44444
04_06_21:35,0.05,10.253.40.23:44444
04_06_21:40,0,10.253.40.23:44444
04_06_21:45,0,10.253.40.23:44444
04_06_21:50,0,10.253.40.23:44444
04_06_21:55,0,10.253.40.23:44444
04_06_21:00,0,10.253.40.24:44444
04_06_21:05,0,10.253.40.24:44444
04_06_21:10,0,10.253.40.24:44444
04_06_21:15,0,10.253.40.24:44444
04_06_21:20,0.016666666666666666,10.253.40.24:44444
04_06_21:25,2.05,10.253.40.24:44444
04_06_21:30,1,10.253.40.24:44444
04_06_21:35,0.08333333333333333,10.253.40.24:44444
04_06_21:40,0,10.253.40.24:44444
04_06_21:45,0,10.253.40.24:44444
04_06_21:50,0,10.253.40.24:44444
04_06_21:55,0,10.253.40.24:44444
04_06_21:00,0,10.253.40.25:44444
04_06_21:05,0,10.253.40.25:44444
04_06_21:10,0,10.253.40.25:44444
04_06_21:15,0.01666694444907415,10.253.40.25:44444
04_06_21:20,0,10.253.40.25:44444
04_06_21:25,0.85,10.253.40.25:44444
04_06_21:30,0.3000050000833347,10.253.40.25:44444
04_06_21:35,0.0333338888981483,10.253.40.25:44444
04_06_21:40,0,10.253.40.25:44444
04_06_21:45,0,10.253.40.25:44444
04_06_21:50,0,10.253.40.25:44444
04_06_21:55,0,10.253.40.25:44444
04_06_21:20,0.016666666666666666,10.253.40.26:44444
04_06_21:25,0,10.253.40.26:44444
04_06_21:30,0.08333333333333333,10.253.40.26:44444
04_06_21:35,0,10.253.40.26:44444
04_06_21:40,0.18333333333333332,10.253.40.26:44444
04_06_21:45,0,10.253.40.26:44444
04_06_21:50,0,10.253.40.26:44444
04_06_21:55,0,10.253.40.26:44444
04_06_21:00,0,10.253.40.27:44444
04_06_21:05,0.23333333333333334,10.253.40.27:44444
04_06_21:10,0,10.253.40.27:44444
04_06_21:15,0,10.253.40.27:44444
04_06_21:20,0,10.253.40.27:44444
04_06_21:25,1.6166666666666667,10.253.40.27:44444
04_06_21:30,1.2,10.253.40.27:44444
04_06_21:35,0.03333333333333333,10.253.40.27:44444
04_06_21:40,0,10.253.40.27:44444
04_06_21:45,0,10.253.40.27:44444
04_06_21:50,0,10.253.40.27:44444
04_06_21:55,0,10.253.40.27:44444
04_06_21:00,0,10.253.40.28:44444
04_06_21:05,0.08333333333333333,10.253.40.28:44444
04_06_21:10,0,10.253.40.28:44444
04_06_21:15,0,10.253.40.28:44444
04_06_21:20,0,10.253.40.28:44444
04_06_21:25,0.5166666666666667,10.253.40.28:44444
04_06_21:30,0.65,10.253.40.28:44444
04_06_21:35,0.05,10.253.40.28:44444
04_06_21:40,0.03333333333333333,10.253.40.28:44444
04_06_21:45,0,10.253.40.28:44444
04_06_21:50,0,10.253.40.28:44444
04_06_21:55,0.016666666666666666,10.253.40.28:44444
04_06_21:00,0,10.253.40.29:44444
04_06_21:05,0.08333333333333333,10.253.40.29:44444
04_06_21:10,0,10.253.40.29:44444
04_06_21:15,0,10.253.40.29:44444
04_06_21:20,0.03333333333333333,10.253.40.29:44444
04_06_21:25,0.38333972232870545,10.253.40.29:44444
04_06_21:30,0.5833333333333334,10.253.40.29:44444
04_06_21:35,0.05,10.253.40.29:44444
04_06_21:40,0,10.253.40.29:44444
04_06_21:45,0,10.253.40.29:44444
04_06_21:50,0,10.253.40.29:44444
04_06_21:55,4.4,10.253.40.29:44444
04_06_21:00,0,10.253.40.30:44444
04_06_21:05,0.08333333333333333,10.253.40.30:44444
04_06_21:10,0.18333333333333332,10.253.40.30:44444
04_06_21:15,0,10.253.40.30:44444
04_06_21:20,0.05,10.253.40.30:44444
04_06_21:25,0.18333333333333332,10.253.40.30:44444
04_06_21:30,0.3500058334305572,10.253.40.30:44444
04_06_21:35,0.05,10.253.40.30:44444
04_06_21:40,0.016666666666666666,10.253.40.30:44444
04_06_21:45,0,10.253.40.30:44444
04_06_21:50,0,10.253.40.30:44444
04_06_21:55,0,10.253.40.30:44444
04_06_21:00,0.016666666666666666,10.253.40.31:44444
04_06_21:05,0.05,10.253.40.31:44444
04_06_21:10,0,10.253.40.31:44444
04_06_21:15,0,10.253.40.31:44444
04_06_21:20,0,10.253.40.31:44444
04_06_21:25,1.5166666666666666,10.253.40.31:44444
04_06_21:30,0.6333333333333333,10.253.40.31:44444
04_06_21:35,0.1,10.253.40.31:44444
04_06_21:40,5,10.253.40.31:44444
04_06_21:45,0,10.253.40.31:44444
04_06_21:50,0,10.253.40.31:44444
04_06_21:55,0,10.253.40.31:44444
04_06_21:00,0,10.253.40.32:44444
04_06_21:05,0.03333333333333333,10.253.40.32:44444
04_06_21:10,0,10.253.40.32:44444
04_06_21:15,0,10.253.40.32:44444
04_06_21:20,0.06666666666666667,10.253.40.32:44444
04_06_21:25,1.5833333333333333,10.253.40.32:44444
04_06_21:30,1.05,10.253.40.32:44444
04_06_21:35,0.016666666666666666,10.253.40.32:44444
04_06_21:40,0,10.253.40.32:44444
04_06_21:45,0,10.253.40.32:44444
04_06_21:50,0,10.253.40.32:44444
04_06_21:55,0,10.253.40.32:44444
04_06_21:00,0,10.253.40.33:44444
04_06_21:05,0,10.253.40.33:44444
04_06_21:10,0,10.253.40.33:44444
04_06_21:15,0,10.253.40.33:44444
04_06_21:20,0,10.253.40.33:44444
04_06_21:25,0.016666666666666666,10.253.40.33:44444
04_06_21:30,0,10.253.40.33:44444
04_06_21:35,0,10.253.40.33:44444
04_06_21:40,0,10.253.40.33:44444
04_06_21:45,0,10.253.40.33:44444
04_06_21:50,0,10.253.40.33:44444
04_06_21:55,0,10.253.40.33:44444
04_06_21:00,0,10.253.40.34:44444
04_06_21:05,0.016666666666666666,10.253.40.34:44444
04_06_21:10,0,10.253.40.34:44444
04_06_21:15,0,10.253.40.34:44444
04_06_21:20,0,10.253.40.34:44444
04_06_21:25,0.08333333333333333,10.253.40.34:44444
04_06_21:30,0,10.253.40.34:44444
04_06_21:35,0.016666666666666666,10.253.40.34:44444
04_06_21:40,0,10.253.40.34:44444
04_06_21:45,0,10.253.40.34:44444
04_06_21:50,0,10.253.40.34:44444
04_06_21:55,0,10.253.40.34:44444
04_06_21:00,0,10.253.40.35:44444
04_06_21:05,0,10.253.40.35:44444
04_06_21:10,0,10.253.40.35:44444
04_06_21:15,0,10.253.40.35:44444
04_06_21:20,0,10.253.40.35:44444
04_06_21:25,0,10.253.40.35:44444
04_06_21:30,0,10.253.40.35:44444
04_06_21:35,0,10.253.40.35:44444
04_06_21:40,0,10.253.40.35:44444
04_06_21:45,0,10.253.40.35:44444
04_06_21:50,0,10.253.40.35:44444
04_06_21:55,0,10.253.40.35:44444
04_06_21:00,0,10.253.40.36:44444
04_06_21:05,0,10.253.40.36:44444
04_06_21:15,0,10.253.40.36:44444
04_06_21:20,0,10.253.40.36:44444
04_06_21:25,0,10.253.40.36:44444
04_06_21:30,0,10.253.40.36:44444
04_06_21:35,0,10.253.40.36:44444
04_06_21:40,0,10.253.40.36:44444
04_06_21:45,0,10.253.40.36:44444
04_06_21:50,0,10.253.40.36:44444
04_06_21:55,0,10.253.40.36:44444
04_06_22:00,0,10.253.40.11:44444
04_06_22:05,0,10.253.40.11:44444
04_06_22:10,0,10.253.40.11:44444
04_06_22:15,3.05,10.253.40.11:44444
04_06_22:20,0.016666666666666666,10.253.40.11:44444
04_06_22:25,0.016666666666666666,10.253.40.11:44444
04_06_22:30,0.03333333333333333,10.253.40.11:44444
04_06_22:35,0.03333333333333333,10.253.40.11:44444
04_06_22:40,0.016666666666666666,10.253.40.11:44444
04_06_22:45,0.016666666666666666,10.253.40.11:44444
04_06_22:50,0,10.253.40.11:44444
04_06_22:55,0,10.253.40.11:44444
04_06_22:00,0,10.253.40.12:44444
04_06_22:05,0,10.253.40.12:44444
04_06_22:10,0,10.253.40.12:44444
04_06_22:15,5.3,10.253.40.12:44444
04_06_22:20,0.03333333333333333,10.253.40.12:44444
04_06_22:25,0.016666666666666666,10.253.40.12:44444
04_06_22:30,0,10.253.40.12:44444
04_06_22:35,0,10.253.40.12:44444
04_06_22:40,0.016666666666666666,10.253.40.12:44444
04_06_22:45,0,10.253.40.12:44444
04_06_22:50,0,10.253.40.12:44444
04_06_22:55,0,10.253.40.12:44444
04_06_22:00,0,10.253.40.13:44444
04_06_22:05,0,10.253.40.13:44444
04_06_22:10,0,10.253.40.13:44444
04_06_22:15,5.183333333333334,10.253.40.13:44444
04_06_22:20,1,10.253.40.13:44444
04_06_22:25,0,10.253.40.13:44444
04_06_22:30,0.016666666666666666,10.253.40.13:44444
04_06_22:35,0,10.253.40.13:44444
04_06_22:40,0,10.253.40.13:44444
04_06_22:45,0,10.253.40.13:44444
04_06_22:50,0.016666666666666666,10.253.40.13:44444
04_06_22:55,0.03333333333333333,10.253.40.13:44444
04_06_22:00,0,10.253.40.14:44444
04_06_22:05,0,10.253.40.14:44444
04_06_22:10,0,10.253.40.14:44444
04_06_22:15,3.566666666666667,10.253.40.14:44444
04_06_22:20,0,10.253.40.14:44444
04_06_22:25,0.016666666666666666,10.253.40.14:44444
04_06_22:30,0,10.253.40.14:44444
