time,abgw_detached_files_rate,instance
27_05_10:10,0,10.253.40.19:44444
27_05_10:15,0,10.253.40.19:44444
27_05_10:20,0,10.253.40.19:44444
27_05_10:25,0.016666666666666666,10.253.40.19:44444
27_05_10:30,0,10.253.40.19:44444
27_05_10:35,0,10.253.40.19:44444
27_05_10:40,0,10.253.40.19:44444
27_05_10:45,0,10.253.40.19:44444
27_05_10:50,0,10.253.40.19:44444
27_05_10:55,0,10.253.40.19:44444
27_05_10:00,0,10.253.40.20:44444
27_05_10:05,0,10.253.40.20:44444
27_05_10:10,0,10.253.40.20:44444
27_05_10:15,0,10.253.40.20:44444
27_05_10:20,0,10.253.40.20:44444
27_05_10:25,0,10.253.40.20:44444
27_05_10:30,0,10.253.40.20:44444
27_05_10:35,0,10.253.40.20:44444
27_05_10:40,0,10.253.40.20:44444
27_05_10:45,0,10.253.40.20:44444
27_05_10:50,0,10.253.40.20:44444
27_05_10:55,0,10.253.40.20:44444
27_05_10:00,0,10.253.40.21:44444
27_05_10:05,0,10.253.40.21:44444
27_05_10:10,0,10.253.40.21:44444
27_05_10:15,0,10.253.40.21:44444
27_05_10:20,0,10.253.40.21:44444
27_05_10:25,0,10.253.40.21:44444
27_05_10:30,0,10.253.40.21:44444
27_05_10:35,0,10.253.40.21:44444
27_05_10:40,0,10.253.40.21:44444
27_05_10:45,0,10.253.40.21:44444
27_05_10:50,0,10.253.40.21:44444
27_05_10:55,0.016666666666666666,10.253.40.21:44444
27_05_10:00,0,10.253.40.22:44444
27_05_10:05,0,10.253.40.22:44444
27_05_10:10,0,10.253.40.22:44444
27_05_10:15,0,10.253.40.22:44444
27_05_10:20,0,10.253.40.22:44444
27_05_10:25,0,10.253.40.22:44444
27_05_10:30,0,10.253.40.22:44444
27_05_10:35,0,10.253.40.22:44444
27_05_10:40,0,10.253.40.22:44444
27_05_10:45,0,10.253.40.22:44444
27_05_10:50,0,10.253.40.22:44444
27_05_10:55,0,10.253.40.22:44444
27_05_10:00,0,10.253.40.23:44444
27_05_10:05,0,10.253.40.23:44444
27_05_10:10,0,10.253.40.23:44444
27_05_10:15,0,10.253.40.23:44444
27_05_10:20,0,10.253.40.23:44444
27_05_10:25,0,10.253.40.23:44444
27_05_10:30,0.016666666666666666,10.253.40.23:44444
27_05_10:35,0,10.253.40.23:44444
27_05_10:40,0,10.253.40.23:44444
27_05_10:45,0,10.253.40.23:44444
27_05_10:50,0,10.253.40.23:44444
27_05_10:55,0,10.253.40.23:44444
27_05_10:00,0,10.253.40.24:44444
27_05_10:05,0,10.253.40.24:44444
27_05_10:10,0,10.253.40.24:44444
27_05_10:15,0,10.253.40.24:44444
27_05_10:20,0,10.253.40.24:44444
27_05_10:25,0,10.253.40.24:44444
27_05_10:30,0.03333333333333333,10.253.40.24:44444
27_05_10:35,0,10.253.40.24:44444
27_05_10:40,0,10.253.40.24:44444
27_05_10:45,0,10.253.40.24:44444
27_05_10:50,0,10.253.40.24:44444
27_05_10:55,0,10.253.40.24:44444
27_05_10:00,0,10.253.40.25:44444
27_05_10:05,0,10.253.40.25:44444
27_05_10:10,0,10.253.40.25:44444
27_05_10:15,0,10.253.40.25:44444
27_05_10:20,0,10.253.40.25:44444
27_05_10:25,0,10.253.40.25:44444
27_05_10:30,0,10.253.40.25:44444
27_05_10:35,0.016666666666666666,10.253.40.25:44444
27_05_10:40,0,10.253.40.25:44444
27_05_10:45,0,10.253.40.25:44444
27_05_10:50,0,10.253.40.25:44444
27_05_10:55,0,10.253.40.25:44444
27_05_10:00,0,10.253.40.26:44444
27_05_10:05,0,10.253.40.26:44444
27_05_10:10,0,10.253.40.26:44444
27_05_10:15,0,10.253.40.26:44444
27_05_10:20,0,10.253.40.26:44444
27_05_10:25,0,10.253.40.26:44444
27_05_10:30,0,10.253.40.26:44444
27_05_10:35,0,10.253.40.26:44444
27_05_10:40,0,10.253.40.26:44444
27_05_10:45,0,10.253.40.26:44444
27_05_10:50,0,10.253.40.26:44444
27_05_10:55,0,10.253.40.26:44444
27_05_10:00,0,10.253.40.27:44444
27_05_10:05,0,10.253.40.27:44444
27_05_10:10,0,10.253.40.27:44444
27_05_10:15,0,10.253.40.27:44444
27_05_10:20,0,10.253.40.27:44444
27_05_10:25,0,10.253.40.27:44444
27_05_10:30,0,10.253.40.27:44444
27_05_10:35,0,10.253.40.27:44444
27_05_10:40,0,10.253.40.27:44444
27_05_10:45,0,10.253.40.27:44444
27_05_10:50,0,10.253.40.27:44444
27_05_10:55,0,10.253.40.27:44444
27_05_10:00,0,10.253.40.28:44444
27_05_10:05,0,10.253.40.28:44444
27_05_10:10,0,10.253.40.28:44444
27_05_10:15,0,10.253.40.28:44444
27_05_10:20,0,10.253.40.28:44444
27_05_10:25,0,10.253.40.28:44444
27_05_10:30,0,10.253.40.28:44444
27_05_10:35,0,10.253.40.28:44444
27_05_10:40,0,10.253.40.28:44444
27_05_10:45,0,10.253.40.28:44444
27_05_10:50,0,10.253.40.28:44444
27_05_10:55,0,10.253.40.28:44444
27_05_10:00,0,10.253.40.29:44444
27_05_10:05,0,10.253.40.29:44444
27_05_10:10,0,10.253.40.29:44444
27_05_10:15,0,10.253.40.29:44444
27_05_10:20,0,10.253.40.29:44444
27_05_10:25,0,10.253.40.29:44444
27_05_10:30,0,10.253.40.29:44444
27_05_10:35,0,10.253.40.29:44444
27_05_10:40,0,10.253.40.29:44444
27_05_10:45,0,10.253.40.29:44444
27_05_10:50,0,10.253.40.29:44444
27_05_10:55,0,10.253.40.29:44444
27_05_10:00,0,10.253.40.30:44444
27_05_10:05,0,10.253.40.30:44444
27_05_10:10,0,10.253.40.30:44444
27_05_10:15,0,10.253.40.30:44444
27_05_10:20,0,10.253.40.30:44444
27_05_10:25,0,10.253.40.30:44444
27_05_10:30,0,10.253.40.30:44444
27_05_10:35,0,10.253.40.30:44444
27_05_10:40,0,10.253.40.30:44444
27_05_10:45,0,10.253.40.30:44444
27_05_10:50,0,10.253.40.30:44444
27_05_10:55,0,10.253.40.30:44444
27_05_10:00,0,10.253.40.31:44444
27_05_10:05,0,10.253.40.31:44444
27_05_10:10,0,10.253.40.31:44444
27_05_10:15,0,10.253.40.31:44444
27_05_10:20,0,10.253.40.31:44444
27_05_10:25,0,10.253.40.31:44444
27_05_10:30,0,10.253.40.31:44444
27_05_10:35,0,10.253.40.31:44444
27_05_10:40,0,10.253.40.31:44444
27_05_10:45,0,10.253.40.31:44444
27_05_10:50,0,10.253.40.31:44444
27_05_10:55,0,10.253.40.31:44444
27_05_10:00,0,10.253.40.32:44444
27_05_10:05,0,10.253.40.32:44444
27_05_10:10,0,10.253.40.32:44444
27_05_10:15,0,10.253.40.32:44444
27_05_10:20,0,10.253.40.32:44444
27_05_10:25,0,10.253.40.32:44444
27_05_10:30,0,10.253.40.32:44444
27_05_10:35,0,10.253.40.32:44444
27_05_10:40,0,10.253.40.32:44444
27_05_10:45,0,10.253.40.32:44444
27_05_10:50,0,10.253.40.32:44444
27_05_10:55,0,10.253.40.32:44444
27_05_10:00,0,10.253.40.33:44444
27_05_10:05,0,10.253.40.33:44444
27_05_10:10,0,10.253.40.33:44444
27_05_10:15,0,10.253.40.33:44444
27_05_10:20,0,10.253.40.33:44444
27_05_10:25,0,10.253.40.33:44444
27_05_10:30,0,10.253.40.33:44444
27_05_10:35,0,10.253.40.33:44444
27_05_10:40,0,10.253.40.33:44444
27_05_10:45,0,10.253.40.33:44444
27_05_10:50,0,10.253.40.33:44444
27_05_10:55,0,10.253.40.33:44444
27_05_10:00,0,10.253.40.34:44444
27_05_10:05,0,10.253.40.34:44444
27_05_10:10,0,10.253.40.34:44444
27_05_10:15,0,10.253.40.34:44444
27_05_10:20,0,10.253.40.34:44444
27_05_10:25,0,10.253.40.34:44444
27_05_10:30,0,10.253.40.34:44444
27_05_10:35,0,10.253.40.34:44444
27_05_10:40,0,10.253.40.34:44444
27_05_10:45,0.03333333333333333,10.253.40.34:44444
27_05_10:50,0,10.253.40.34:44444
27_05_10:55,0,10.253.40.34:44444
27_05_10:00,0,10.253.40.35:44444
27_05_10:05,0,10.253.40.35:44444
27_05_10:10,0,10.253.40.35:44444
27_05_10:15,0,10.253.40.35:44444
27_05_10:20,0,10.253.40.35:44444
27_05_10:25,0.03333333333333333,10.253.40.35:44444
27_05_10:30,0,10.253.40.35:44444
27_05_10:35,0,10.253.40.35:44444
27_05_10:40,0,10.253.40.35:44444
27_05_10:45,0,10.253.40.35:44444
27_05_10:50,0,10.253.40.35:44444
27_05_10:55,0,10.253.40.35:44444
27_05_10:00,0,10.253.40.36:44444
27_05_10:05,0,10.253.40.36:44444
27_05_10:10,0,10.253.40.36:44444
27_05_10:15,0,10.253.40.36:44444
27_05_10:20,0,10.253.40.36:44444
27_05_10:25,0,10.253.40.36:44444
27_05_10:30,0,10.253.40.36:44444
27_05_10:35,0,10.253.40.36:44444
27_05_10:40,0,10.253.40.36:44444
27_05_10:45,0.016666666666666666,10.253.40.36:44444
27_05_10:50,0,10.253.40.36:44444
27_05_10:55,0,10.253.40.36:44444
27_05_11:00,0,10.253.40.11:44444
27_05_11:05,0,10.253.40.11:44444
27_05_11:10,0,10.253.40.11:44444
27_05_11:15,0,10.253.40.11:44444
27_05_11:20,0,10.253.40.11:44444
27_05_11:25,0,10.253.40.11:44444
27_05_11:30,0,10.253.40.11:44444
27_05_11:35,0,10.253.40.11:44444
27_05_11:40,0,10.253.40.11:44444
27_05_11:45,0,10.253.40.11:44444
27_05_11:50,0,10.253.40.11:44444
27_05_11:55,0,10.253.40.11:44444
27_05_11:00,0,10.253.40.12:44444
27_05_11:05,0,10.253.40.12:44444
27_05_11:10,0,10.253.40.12:44444
27_05_11:15,0,10.253.40.12:44444
27_05_11:20,0,10.253.40.12:44444
27_05_11:25,0,10.253.40.12:44444
27_05_11:30,0,10.253.40.12:44444
27_05_11:35,0,10.253.40.12:44444
27_05_11:40,0,10.253.40.12:44444
27_05_11:45,0,10.253.40.12:44444
27_05_11:50,0,10.253.40.12:44444
27_05_11:55,0.016666666666666666,10.253.40.12:44444
27_05_11:00,0,10.253.40.13:44444
27_05_11:05,0,10.253.40.13:44444
27_05_11:10,0,10.253.40.13:44444
27_05_11:15,0,10.253.40.13:44444
27_05_11:20,0,10.253.40.13:44444
27_05_11:25,0,10.253.40.13:44444
27_05_11:30,0,10.253.40.13:44444
27_05_11:35,0,10.253.40.13:44444
27_05_11:40,0,10.253.40.13:44444
27_05_11:45,0.016666666666666666,10.253.40.13:44444
27_05_11:50,0,10.253.40.13:44444
27_05_11:55,0,10.253.40.13:44444
27_05_11:00,0,10.253.40.14:44444
27_05_11:05,0,10.253.40.14:44444
27_05_11:10,0,10.253.40.14:44444
27_05_11:15,0,10.253.40.14:44444
27_05_11:20,0,10.253.40.14:44444
27_05_11:25,0,10.253.40.14:44444
27_05_11:30,0.016666666666666666,10.253.40.14:44444
27_05_11:35,0,10.253.40.14:44444
27_05_11:40,0,10.253.40.14:44444
27_05_11:45,0,10.253.40.14:44444
27_05_11:50,0,10.253.40.14:44444
27_05_11:55,0,10.253.40.14:44444
27_05_11:00,0,10.253.40.15:44444
27_05_11:05,0,10.253.40.15:44444
27_05_11:10,0,10.253.40.15:44444
27_05_11:15,0,10.253.40.15:44444
27_05_11:20,0,10.253.40.15:44444
27_05_11:25,0,10.253.40.15:44444
27_05_11:30,0,10.253.40.15:44444
27_05_11:35,0,10.253.40.15:44444
27_05_11:40,0,10.253.40.15:44444
27_05_11:45,0,10.253.40.15:44444
27_05_11:50,0,10.253.40.15:44444
27_05_11:55,0,10.253.40.15:44444
27_05_11:00,0,10.253.40.17:44444
27_05_11:05,0,10.253.40.17:44444
27_05_11:10,0,10.253.40.17:44444
27_05_11:15,0,10.253.40.17:44444
27_05_11:20,0,10.253.40.17:44444
27_05_11:25,0,10.253.40.17:44444
27_05_11:30,0,10.253.40.17:44444
27_05_11:35,0,10.253.40.17:44444
27_05_11:40,0,10.253.40.17:44444
27_05_11:45,0,10.253.40.17:44444
27_05_11:50,0,10.253.40.17:44444
27_05_11:55,0,10.253.40.17:44444
27_05_11:00,0,10.253.40.18:44444
27_05_11:05,0,10.253.40.18:44444
27_05_11:10,0,10.253.40.18:44444
27_05_11:15,0,10.253.40.18:44444
27_05_11:20,0,10.253.40.18:44444
27_05_11:25,0,10.253.40.18:44444
27_05_11:30,0,10.253.40.18:44444
27_05_11:35,0,10.253.40.18:44444
27_05_11:40,0,10.253.40.18:44444
27_05_11:45,0,10.253.40.18:44444
27_05_11:50,0,10.253.40.18:44444
27_05_11:55,0,10.253.40.18:44444
27_05_11:00,0,10.253.40.19:44444
27_05_11:05,0,10.253.40.19:44444
27_05_11:10,0,10.253.40.19:44444
27_05_11:15,0,10.253.40.19:44444
27_05_11:20,0,10.253.40.19:44444
27_05_11:25,0,10.253.40.19:44444
27_05_11:30,0,10.253.40.19:44444
27_05_11:35,0,10.253.40.19:44444
27_05_11:40,0,10.253.40.19:44444
27_05_11:45,0,10.253.40.19:44444
27_05_11:50,0,10.253.40.19:44444
27_05_11:55,0,10.253.40.19:44444
27_05_11:00,0,10.253.40.20:44444
27_05_11:05,0,10.253.40.20:44444
27_05_11:10,0,10.253.40.20:44444
27_05_11:15,0.016666666666666666,10.253.40.20:44444
27_05_11:20,0,10.253.40.20:44444
27_05_11:25,0,10.253.40.20:44444
27_05_11:30,0,10.253.40.20:44444
27_05_11:35,0,10.253.40.20:44444
27_05_11:40,0,10.253.40.20:44444
27_05_11:45,0,10.253.40.20:44444
27_05_11:50,0,10.253.40.20:44444
27_05_11:55,0,10.253.40.20:44444
27_05_11:00,0,10.253.40.21:44444
27_05_11:05,0,10.253.40.21:44444
27_05_11:10,0,10.253.40.21:44444
27_05_11:15,0,10.253.40.21:44444
27_05_11:20,0,10.253.40.21:44444
27_05_11:25,0,10.253.40.21:44444
27_05_11:30,0,10.253.40.21:44444
27_05_11:35,0,10.253.40.21:44444
27_05_11:40,0,10.253.40.21:44444
27_05_11:45,0,10.253.40.21:44444
27_05_11:50,0,10.253.40.21:44444
27_05_11:55,0,10.253.40.21:44444
27_05_11:00,0,10.253.40.22:44444
27_05_11:05,0,10.253.40.22:44444
27_05_11:10,0,10.253.40.22:44444
27_05_11:15,0,10.253.40.22:44444
27_05_11:20,0,10.253.40.22:44444
27_05_11:25,0,10.253.40.22:44444
27_05_11:30,0,10.253.40.22:44444
27_05_11:35,0,10.253.40.22:44444
27_05_11:40,0,10.253.40.22:44444
27_05_11:45,0,10.253.40.22:44444
27_05_11:50,0,10.253.40.22:44444
27_05_11:55,0,10.253.40.22:44444
27_05_11:00,0,10.253.40.23:44444
27_05_11:05,0,10.253.40.23:44444
27_05_11:10,0,10.253.40.23:44444
27_05_11:15,0,10.253.40.23:44444
27_05_11:20,0.016666666666666666,10.253.40.23:44444
27_05_11:25,0,10.253.40.23:44444
27_05_11:30,0,10.253.40.23:44444
27_05_11:35,0,10.253.40.23:44444
27_05_11:40,0,10.253.40.23:44444
27_05_11:45,0,10.253.40.23:44444
27_05_11:50,0,10.253.40.23:44444
27_05_11:55,0,10.253.40.23:44444
27_05_11:00,0,10.253.40.24:44444
27_05_11:05,0,10.253.40.24:44444
27_05_11:10,0,10.253.40.24:44444
27_05_11:15,0,10.253.40.24:44444
27_05_11:20,0,10.253.40.24:44444
27_05_11:25,0,10.253.40.24:44444
27_05_11:30,0,10.253.40.24:44444
27_05_11:35,0,10.253.40.24:44444
27_05_11:40,0,10.253.40.24:44444
27_05_11:45,0,10.253.40.24:44444
27_05_11:50,0,10.253.40.24:44444
27_05_11:55,0,10.253.40.24:44444
27_05_11:00,0,10.253.40.25:44444
27_05_11:05,0,10.253.40.25:44444
27_05_11:10,0,10.253.40.25:44444
27_05_11:15,0,10.253.40.25:44444
27_05_11:20,0,10.253.40.25:44444
27_05_11:25,0,10.253.40.25:44444
27_05_11:30,0,10.253.40.25:44444
27_05_11:35,0,10.253.40.25:44444
27_05_11:40,0,10.253.40.25:44444
27_05_11:45,0,10.253.40.25:44444
27_05_11:50,0,10.253.40.25:44444
27_05_11:55,0,10.253.40.25:44444
27_05_11:00,0,10.253.40.26:44444
27_05_11:05,0,10.253.40.26:44444
27_05_11:10,0,10.253.40.26:44444
27_05_11:15,0,10.253.40.26:44444
27_05_11:20,0,10.253.40.26:44444
27_05_11:25,0,10.253.40.26:44444
27_05_11:30,0,10.253.40.26:44444
27_05_11:35,0,10.253.40.26:44444
27_05_11:40,0,10.253.40.26:44444
27_05_11:45,0,10.253.40.26:44444
27_05_11:50,0,10.253.40.26:44444
27_05_11:55,0,10.253.40.26:44444
27_05_11:00,0,10.253.40.27:44444
27_05_11:05,0,10.253.40.27:44444
27_05_11:10,0,10.253.40.27:44444
27_05_11:15,0,10.253.40.27:44444
27_05_11:20,0,10.253.40.27:44444
27_05_11:25,0,10.253.40.27:44444
27_05_11:30,0,10.253.40.27:44444
27_05_11:35,0,10.253.40.27:44444
27_05_11:40,0,10.253.40.27:44444
27_05_11:45,0,10.253.40.27:44444
27_05_11:50,0,10.253.40.27:44444
27_05_11:55,0,10.253.40.27:44444
27_05_11:00,0,10.253.40.28:44444
27_05_11:05,0,10.253.40.28:44444
27_05_11:10,0,10.253.40.28:44444
27_05_11:15,0,10.253.40.28:44444
27_05_11:20,0,10.253.40.28:44444
27_05_11:25,0,10.253.40.28:44444
27_05_11:30,0,10.253.40.28:44444
27_05_11:35,0,10.253.40.28:44444
27_05_11:40,0,10.253.40.28:44444
27_05_11:45,0,10.253.40.28:44444
27_05_11:50,0,10.253.40.28:44444
27_05_11:55,0,10.253.40.28:44444
27_05_11:00,0,10.253.40.29:44444
27_05_11:05,0,10.253.40.29:44444
27_05_11:10,0,10.253.40.29:44444
27_05_11:15,0,10.253.40.29:44444
27_05_11:20,0,10.253.40.29:44444
27_05_11:25,0,10.253.40.29:44444
27_05_11:30,0,10.253.40.29:44444
27_05_11:35,0,10.253.40.29:44444
27_05_11:40,0,10.253.40.29:44444
27_05_11:45,0,10.253.40.29:44444
27_05_11:50,0,10.253.40.29:44444
27_05_11:55,0,10.253.40.29:44444
27_05_11:00,0,10.253.40.30:44444
27_05_11:05,0,10.253.40.30:44444
27_05_11:10,0,10.253.40.30:44444
27_05_11:15,0,10.253.40.30:44444
27_05_11:20,0,10.253.40.30:44444
27_05_11:25,0,10.253.40.30:44444
27_05_11:30,0,10.253.40.30:44444
27_05_11:35,0,10.253.40.30:44444
27_05_11:40,0,10.253.40.30:44444
27_05_11:45,0,10.253.40.30:44444
27_05_11:50,0,10.253.40.30:44444
27_05_11:55,0,10.253.40.30:44444
27_05_11:00,0,10.253.40.31:44444
27_05_11:05,0,10.253.40.31:44444
27_05_11:10,0,10.253.40.31:44444
27_05_11:15,0,10.253.40.31:44444
27_05_11:20,0,10.253.40.31:44444
27_05_11:25,0,10.253.40.31:44444
27_05_11:30,0,10.253.40.31:44444
27_05_11:35,0,10.253.40.31:44444
27_05_11:40,0,10.253.40.31:44444
27_05_11:45,0,10.253.40.31:44444
27_05_11:50,0,10.253.40.31:44444
27_05_11:55,0,10.253.40.31:44444
27_05_11:00,0,10.253.40.32:44444
27_05_11:05,0,10.253.40.32:44444
27_05_11:10,0,10.253.40.32:44444
27_05_11:15,0,10.253.40.32:44444
27_05_11:20,0.016666666666666666,10.253.40.32:44444
27_05_11:25,0,10.253.40.32:44444
27_05_11:30,0,10.253.40.32:44444
27_05_11:35,0,10.253.40.32:44444
27_05_11:40,0,10.253.40.32:44444
27_05_11:45,0,10.253.40.32:44444
27_05_11:50,0,10.253.40.32:44444
27_05_11:55,0,10.253.40.32:44444
27_05_11:00,0,10.253.40.33:44444
27_05_11:05,0,10.253.40.33:44444
27_05_11:10,0,10.253.40.33:44444
27_05_11:15,0,10.253.40.33:44444
27_05_11:20,0,10.253.40.33:44444
27_05_11:25,0,10.253.40.33:44444
27_05_11:30,0,10.253.40.33:44444
27_05_11:35,0,10.253.40.33:44444
27_05_11:40,0,10.253.40.33:44444
27_05_11:45,0,10.253.40.33:44444
27_05_11:50,0,10.253.40.33:44444
27_05_11:55,0,10.253.40.33:44444
27_05_11:00,0,10.253.40.34:44444
27_05_11:05,0,10.253.40.34:44444
27_05_11:10,0,10.253.40.34:44444
27_05_11:15,0,10.253.40.34:44444
27_05_11:20,0,10.253.40.34:44444
27_05_11:25,0.016666666666666666,10.253.40.34:44444
27_05_11:30,0,10.253.40.34:44444
27_05_11:35,0,10.253.40.34:44444
27_05_11:40,0,10.253.40.34:44444
27_05_11:45,0,10.253.40.34:44444
27_05_11:50,0,10.253.40.34:44444
27_05_11:55,0,10.253.40.34:44444
27_05_11:00,0,10.253.40.35:44444
27_05_11:05,0,10.253.40.35:44444
27_05_11:10,0,10.253.40.35:44444
27_05_11:15,0,10.253.40.35:44444
27_05_11:20,0,10.253.40.35:44444
27_05_11:25,0,10.253.40.35:44444
27_05_11:30,0,10.253.40.35:44444
27_05_11:35,0,10.253.40.35:44444
27_05_11:40,0,10.253.40.35:44444
27_05_11:45,0,10.253.40.35:44444
27_05_11:50,0,10.253.40.35:44444
27_05_11:55,0,10.253.40.35:44444
27_05_11:00,0,10.253.40.36:44444
27_05_11:05,0,10.253.40.36:44444
27_05_11:10,0,10.253.40.36:44444
27_05_11:15,0,10.253.40.36:44444
27_05_11:20,0,10.253.40.36:44444
27_05_11:25,0,10.253.40.36:44444
27_05_11:30,0,10.253.40.36:44444
27_05_11:35,0,10.253.40.36:44444
27_05_11:40,0,10.253.40.36:44444
27_05_11:45,0,10.253.40.36:44444
27_05_11:50,0,10.253.40.36:44444
27_05_11:55,0,10.253.40.36:44444
27_05_12:00,0,10.253.40.11:44444
27_05_12:05,0,10.253.40.11:44444
27_05_12:10,0,10.253.40.11:44444
27_05_12:15,0,10.253.40.11:44444
27_05_12:20,0,10.253.40.11:44444
27_05_12:25,0,10.253.40.11:44444
27_05_12:30,0,10.253.40.11:44444
27_05_12:35,0,10.253.40.11:44444
27_05_12:40,0,10.253.40.11:44444
27_05_12:45,0,10.253.40.11:44444
27_05_12:50,0,10.253.40.11:44444
27_05_12:55,0,10.253.40.11:44444
27_05_12:00,0,10.253.40.12:44444
27_05_12:05,0,10.253.40.12:44444
27_05_12:10,0,10.253.40.12:44444
27_05_12:15,0,10.253.40.12:44444
27_05_12:20,0,10.253.40.12:44444
27_05_12:25,0,10.253.40.12:44444
27_05_12:30,0,10.253.40.12:44444
27_05_12:35,0,10.253.40.12:44444
27_05_12:40,0,10.253.40.12:44444
27_05_12:45,0,10.253.40.12:44444
27_05_12:50,0,10.253.40.12:44444
27_05_12:55,0,10.253.40.12:44444
27_05_12:00,0,10.253.40.13:44444
27_05_12:05,0,10.253.40.13:44444
27_05_12:10,0,10.253.40.13:44444
27_05_12:15,0,10.253.40.13:44444
27_05_12:20,0,10.253.40.13:44444
27_05_12:25,0,10.253.40.13:44444
27_05_12:30,0,10.253.40.13:44444
27_05_12:35,0,10.253.40.13:44444
27_05_12:40,0,10.253.40.13:44444
27_05_12:45,0,10.253.40.13:44444
27_05_12:50,0.016666666666666666,10.253.40.13:44444
27_05_12:55,0,10.253.40.13:44444
27_05_12:00,0,10.253.40.14:44444
27_05_12:05,0,10.253.40.14:44444
27_05_12:10,0,10.253.40.14:44444
27_05_12:15,0,10.253.40.14:44444
27_05_12:20,0,10.253.40.14:44444
27_05_12:25,0,10.253.40.14:44444
27_05_12:30,0,10.253.40.14:44444
27_05_12:35,0,10.253.40.14:44444
27_05_12:40,0,10.253.40.14:44444
27_05_12:45,0,10.253.40.14:44444
27_05_12:50,0,10.253.40.14:44444
27_05_12:55,0,10.253.40.14:44444
27_05_12:00,0,10.253.40.15:44444
27_05_12:05,0,10.253.40.15:44444
27_05_12:10,0,10.253.40.15:44444
27_05_12:15,0.016666666666666666,10.253.40.15:44444
27_05_12:20,0,10.253.40.15:44444
27_05_12:25,0,10.253.40.15:44444
27_05_12:30,0,10.253.40.15:44444
27_05_12:35,0,10.253.40.15:44444
27_05_12:40,0,10.253.40.15:44444
27_05_12:45,0,10.253.40.15:44444
27_05_12:50,0,10.253.40.15:44444
27_05_12:55,0,10.253.40.15:44444
27_05_12:00,0,10.253.40.17:44444
27_05_12:05,0,10.253.40.17:44444
27_05_12:10,0,10.253.40.17:44444
27_05_12:15,0.016666666666666666,10.253.40.17:44444
27_05_12:20,0,10.253.40.17:44444
27_05_12:25,0,10.253.40.17:44444
27_05_12:30,0,10.253.40.17:44444
27_05_12:35,0,10.253.40.17:44444
27_05_12:40,0,10.253.40.17:44444
27_05_12:45,0,10.253.40.17:44444
27_05_12:50,0,10.253.40.17:44444
27_05_12:55,0,10.253.40.17:44444
27_05_12:00,0,10.253.40.18:44444
27_05_12:05,0,10.253.40.18:44444
27_05_12:10,0,10.253.40.18:44444
27_05_12:15,0,10.253.40.18:44444
27_05_12:20,0,10.253.40.18:44444
27_05_12:25,0,10.253.40.18:44444
27_05_12:30,0,10.253.40.18:44444
27_05_12:35,0,10.253.40.18:44444
27_05_12:40,0,10.253.40.18:44444
27_05_12:45,0,10.253.40.18:44444
27_05_12:50,0,10.253.40.18:44444
27_05_12:55,0,10.253.40.18:44444
27_05_12:00,0,10.253.40.19:44444
27_05_12:05,0,10.253.40.19:44444
27_05_12:10,0,10.253.40.19:44444
27_05_12:15,0,10.253.40.19:44444
27_05_12:20,0,10.253.40.19:44444
27_05_12:25,0,10.253.40.19:44444
27_05_12:30,0,10.253.40.19:44444
27_05_12:35,0,10.253.40.19:44444
27_05_12:40,0,10.253.40.19:44444
27_05_12:45,0,10.253.40.19:44444
27_05_12:50,0.016666666666666666,10.253.40.19:44444
27_05_12:55,0,10.253.40.19:44444
27_05_12:00,0,10.253.40.20:44444
27_05_12:05,0,10.253.40.20:44444
27_05_12:10,0,10.253.40.20:44444
27_05_12:15,0,10.253.40.20:44444
27_05_12:20,0,10.253.40.20:44444
27_05_12:25,0,10.253.40.20:44444
27_05_12:30,0,10.253.40.20:44444
27_05_12:35,0,10.253.40.20:44444
27_05_12:40,0,10.253.40.20:44444
27_05_12:45,0,10.253.40.20:44444
27_05_12:50,0,10.253.40.20:44444
27_05_12:55,0,10.253.40.20:44444
27_05_12:00,0,10.253.40.21:44444
27_05_12:05,0,10.253.40.21:44444
27_05_12:10,0,10.253.40.21:44444
27_05_12:15,0,10.253.40.21:44444
27_05_12:20,0,10.253.40.21:44444
27_05_12:25,0,10.253.40.21:44444
27_05_12:30,0,10.253.40.21:44444
27_05_12:35,0,10.253.40.21:44444
27_05_12:40,0,10.253.40.21:44444
27_05_12:45,0,10.253.40.21:44444
27_05_12:50,0,10.253.40.21:44444
27_05_12:55,0,10.253.40.21:44444
27_05_12:00,0,10.253.40.22:44444
27_05_12:05,0.03333333333333333,10.253.40.22:44444
27_05_12:10,0,10.253.40.22:44444
27_05_12:15,0,10.253.40.22:44444
27_05_12:20,0,10.253.40.22:44444
27_05_12:25,0,10.253.40.22:44444
27_05_12:30,0,10.253.40.22:44444
27_05_12:35,0,10.253.40.22:44444
27_05_12:40,0,10.253.40.22:44444
27_05_12:45,0,10.253.40.22:44444
27_05_12:50,0.016666666666666666,10.253.40.22:44444
27_05_12:55,0,10.253.40.22:44444
27_05_12:00,0,10.253.40.23:44444
27_05_12:05,0,10.253.40.23:44444
27_05_12:10,0,10.253.40.23:44444
27_05_12:15,0,10.253.40.23:44444
27_05_12:20,0,10.253.40.23:44444
27_05_12:25,0,10.253.40.23:44444
27_05_12:30,0,10.253.40.23:44444
27_05_12:35,0,10.253.40.23:44444
27_05_12:40,0,10.253.40.23:44444
27_05_12:45,0,10.253.40.23:44444
27_05_12:50,0.016666666666666666,10.253.40.23:44444
27_05_12:55,0,10.253.40.23:44444
