time,abgw_fds,instance
29_05_01:45,510,10.253.40.26:44444
29_05_01:50,513,10.253.40.26:44444
29_05_01:55,504,10.253.40.26:44444
29_05_01:00,668,10.253.40.27:44444
29_05_01:05,649,10.253.40.27:44444
29_05_01:10,636,10.253.40.27:44444
29_05_01:15,631,10.253.40.27:44444
29_05_01:20,632,10.253.40.27:44444
29_05_01:25,659,10.253.40.27:44444
29_05_01:30,733,10.253.40.27:44444
29_05_01:35,706,10.253.40.27:44444
29_05_01:40,662,10.253.40.27:44444
29_05_01:45,613,10.253.40.27:44444
29_05_01:50,577,10.253.40.27:44444
29_05_01:55,591,10.253.40.27:44444
29_05_01:00,478,10.253.40.28:44444
29_05_01:05,543,10.253.40.28:44444
29_05_01:10,523,10.253.40.28:44444
29_05_01:15,512,10.253.40.28:44444
29_05_01:20,487,10.253.40.28:44444
29_05_01:25,473,10.253.40.28:44444
29_05_01:30,527,10.253.40.28:44444
29_05_01:35,590,10.253.40.28:44444
29_05_01:40,549,10.253.40.28:44444
29_05_01:45,491,10.253.40.28:44444
29_05_01:50,476,10.253.40.28:44444
29_05_01:55,491,10.253.40.28:44444
29_05_01:00,310,10.253.40.29:44444
29_05_01:05,367,10.253.40.29:44444
29_05_01:10,379,10.253.40.29:44444
29_05_01:15,365,10.253.40.29:44444
29_05_01:20,331,10.253.40.29:44444
29_05_01:25,347,10.253.40.29:44444
29_05_01:30,348,10.253.40.29:44444
29_05_01:35,363,10.253.40.29:44444
29_05_01:40,359,10.253.40.29:44444
29_05_01:45,366,10.253.40.29:44444
29_05_01:50,373,10.253.40.29:44444
29_05_01:55,395,10.253.40.29:44444
29_05_01:00,549,10.253.40.30:44444
29_05_01:05,574,10.253.40.30:44444
29_05_01:10,628,10.253.40.30:44444
29_05_01:15,630,10.253.40.30:44444
29_05_01:20,617,10.253.40.30:44444
29_05_01:25,610,10.253.40.30:44444
29_05_01:30,615,10.253.40.30:44444
29_05_01:35,606,10.253.40.30:44444
29_05_01:40,585,10.253.40.30:44444
29_05_01:45,576,10.253.40.30:44444
29_05_01:50,578,10.253.40.30:44444
29_05_01:55,568,10.253.40.30:44444
29_05_01:00,536,10.253.40.31:44444
29_05_01:05,566,10.253.40.31:44444
29_05_01:10,559,10.253.40.31:44444
29_05_01:15,546,10.253.40.31:44444
29_05_01:20,545,10.253.40.31:44444
29_05_01:25,558,10.253.40.31:44444
29_05_01:30,591,10.253.40.31:44444
29_05_01:35,641,10.253.40.31:44444
29_05_01:40,610,10.253.40.31:44444
29_05_01:45,565,10.253.40.31:44444
29_05_01:50,551,10.253.40.31:44444
29_05_01:55,556,10.253.40.31:44444
29_05_01:00,523,10.253.40.32:44444
29_05_01:05,517,10.253.40.32:44444
29_05_01:10,506,10.253.40.32:44444
29_05_01:15,501,10.253.40.32:44444
29_05_01:20,497,10.253.40.32:44444
29_05_01:25,498,10.253.40.32:44444
29_05_01:30,589,10.253.40.32:44444
29_05_01:35,646,10.253.40.32:44444
29_05_01:40,553,10.253.40.32:44444
29_05_01:45,495,10.253.40.32:44444
29_05_01:50,450,10.253.40.32:44444
29_05_01:55,475,10.253.40.32:44444
29_05_01:00,12,10.253.40.33:44444
29_05_01:05,11,10.253.40.33:44444
29_05_01:10,13,10.253.40.33:44444
29_05_01:15,12,10.253.40.33:44444
29_05_01:20,14,10.253.40.33:44444
29_05_01:25,13,10.253.40.33:44444
29_05_01:30,11,10.253.40.33:44444
29_05_01:35,70,10.253.40.33:44444
29_05_01:40,99,10.253.40.33:44444
29_05_01:45,92,10.253.40.33:44444
29_05_01:50,23,10.253.40.33:44444
29_05_01:55,30,10.253.40.33:44444
29_05_01:00,120,10.253.40.34:44444
29_05_01:05,141,10.253.40.34:44444
29_05_01:10,137,10.253.40.34:44444
29_05_01:15,125,10.253.40.34:44444
29_05_01:20,129,10.253.40.34:44444
29_05_01:25,114,10.253.40.34:44444
29_05_01:30,175,10.253.40.34:44444
29_05_01:35,255,10.253.40.34:44444
29_05_01:40,232,10.253.40.34:44444
29_05_01:45,153,10.253.40.34:44444
29_05_01:50,110,10.253.40.34:44444
29_05_01:55,101,10.253.40.34:44444
29_05_01:00,54,10.253.40.35:44444
29_05_01:05,82,10.253.40.35:44444
29_05_01:10,91,10.253.40.35:44444
29_05_01:15,65,10.253.40.35:44444
29_05_01:20,56,10.253.40.35:44444
29_05_01:25,61,10.253.40.35:44444
29_05_01:30,99,10.253.40.35:44444
29_05_01:35,133,10.253.40.35:44444
29_05_01:40,105,10.253.40.35:44444
29_05_01:45,64,10.253.40.35:44444
29_05_01:50,67,10.253.40.35:44444
29_05_01:55,66,10.253.40.35:44444
29_05_01:00,14,10.253.40.36:44444
29_05_01:05,14,10.253.40.36:44444
29_05_01:10,10,10.253.40.36:44444
29_05_01:15,92,10.253.40.36:44444
29_05_01:20,95,10.253.40.36:44444
29_05_01:25,42,10.253.40.36:44444
29_05_01:30,65,10.253.40.36:44444
29_05_01:35,45,10.253.40.36:44444
29_05_01:40,22,10.253.40.36:44444
29_05_01:45,14,10.253.40.36:44444
29_05_01:50,12,10.253.40.36:44444
29_05_01:55,11,10.253.40.36:44444
29_05_02:00,390,10.253.40.11:44444
29_05_02:05,417,10.253.40.11:44444
29_05_02:10,440,10.253.40.11:44444
29_05_02:15,455,10.253.40.11:44444
29_05_02:20,443,10.253.40.11:44444
29_05_02:25,434,10.253.40.11:44444
29_05_02:30,425,10.253.40.11:44444
29_05_02:35,431,10.253.40.11:44444
29_05_02:40,417,10.253.40.11:44444
29_05_02:45,405,10.253.40.11:44444
29_05_02:50,425,10.253.40.11:44444
29_05_02:55,420,10.253.40.11:44444
29_05_02:00,521,10.253.40.12:44444
29_05_02:05,540,10.253.40.12:44444
29_05_02:10,536,10.253.40.12:44444
29_05_02:15,546,10.253.40.12:44444
29_05_02:20,546,10.253.40.12:44444
29_05_02:25,547,10.253.40.12:44444
29_05_02:30,568,10.253.40.12:44444
29_05_02:35,561,10.253.40.12:44444
29_05_02:40,507,10.253.40.12:44444
29_05_02:45,528,10.253.40.12:44444
29_05_02:50,515,10.253.40.12:44444
29_05_02:55,516,10.253.40.12:44444
29_05_02:00,516,10.253.40.13:44444
29_05_02:05,542,10.253.40.13:44444
29_05_02:10,555,10.253.40.13:44444
29_05_02:15,552,10.253.40.13:44444
29_05_02:20,550,10.253.40.13:44444
29_05_02:25,556,10.253.40.13:44444
29_05_02:30,563,10.253.40.13:44444
29_05_02:35,571,10.253.40.13:44444
29_05_02:40,572,10.253.40.13:44444
29_05_02:45,550,10.253.40.13:44444
29_05_02:50,540,10.253.40.13:44444
29_05_02:55,519,10.253.40.13:44444
29_05_02:00,512,10.253.40.14:44444
29_05_02:05,523,10.253.40.14:44444
29_05_02:10,568,10.253.40.14:44444
29_05_02:15,565,10.253.40.14:44444
29_05_02:20,560,10.253.40.14:44444
29_05_02:25,537,10.253.40.14:44444
29_05_02:30,534,10.253.40.14:44444
29_05_02:35,529,10.253.40.14:44444
29_05_02:40,526,10.253.40.14:44444
29_05_02:45,515,10.253.40.14:44444
29_05_02:50,509,10.253.40.14:44444
29_05_02:55,490,10.253.40.14:44444
29_05_02:00,468,10.253.40.15:44444
29_05_02:05,496,10.253.40.15:44444
29_05_02:10,524,10.253.40.15:44444
29_05_02:15,540,10.253.40.15:44444
29_05_02:20,498,10.253.40.15:44444
29_05_02:25,498,10.253.40.15:44444
29_05_02:30,500,10.253.40.15:44444
29_05_02:35,516,10.253.40.15:44444
29_05_02:40,489,10.253.40.15:44444
29_05_02:45,490,10.253.40.15:44444
29_05_02:50,478,10.253.40.15:44444
29_05_02:55,483,10.253.40.15:44444
29_05_02:00,504,10.253.40.17:44444
29_05_02:05,491,10.253.40.17:44444
29_05_02:10,479,10.253.40.17:44444
29_05_02:15,506,10.253.40.17:44444
29_05_02:20,504,10.253.40.17:44444
29_05_02:25,516,10.253.40.17:44444
29_05_02:30,487,10.253.40.17:44444
29_05_02:35,465,10.253.40.17:44444
29_05_02:40,461,10.253.40.17:44444
29_05_02:45,426,10.253.40.17:44444
29_05_02:50,427,10.253.40.17:44444
29_05_02:55,435,10.253.40.17:44444
29_05_02:00,464,10.253.40.18:44444
29_05_02:05,477,10.253.40.18:44444
29_05_02:10,490,10.253.40.18:44444
29_05_02:15,501,10.253.40.18:44444
29_05_02:20,539,10.253.40.18:44444
29_05_02:25,547,10.253.40.18:44444
29_05_02:30,534,10.253.40.18:44444
29_05_02:35,560,10.253.40.18:44444
29_05_02:40,577,10.253.40.18:44444
29_05_02:45,587,10.253.40.18:44444
29_05_02:50,571,10.253.40.18:44444
29_05_02:55,539,10.253.40.18:44444
29_05_02:00,433,10.253.40.19:44444
29_05_02:05,466,10.253.40.19:44444
29_05_02:10,446,10.253.40.19:44444
29_05_02:15,455,10.253.40.19:44444
29_05_02:20,421,10.253.40.19:44444
29_05_02:25,455,10.253.40.19:44444
29_05_02:30,458,10.253.40.19:44444
29_05_02:35,458,10.253.40.19:44444
29_05_02:40,431,10.253.40.19:44444
29_05_02:45,415,10.253.40.19:44444
29_05_02:50,508,10.253.40.19:44444
29_05_02:55,518,10.253.40.19:44444
29_05_02:00,524,10.253.40.20:44444
29_05_02:05,538,10.253.40.20:44444
29_05_02:10,529,10.253.40.20:44444
29_05_02:15,520,10.253.40.20:44444
29_05_02:20,509,10.253.40.20:44444
29_05_02:25,520,10.253.40.20:44444
29_05_02:30,524,10.253.40.20:44444
29_05_02:35,520,10.253.40.20:44444
29_05_02:40,523,10.253.40.20:44444
29_05_02:45,519,10.253.40.20:44444
29_05_02:50,522,10.253.40.20:44444
29_05_02:55,505,10.253.40.20:44444
29_05_02:00,501,10.253.40.21:44444
29_05_02:05,527,10.253.40.21:44444
29_05_02:10,567,10.253.40.21:44444
29_05_02:15,580,10.253.40.21:44444
29_05_02:20,547,10.253.40.21:44444
29_05_02:25,559,10.253.40.21:44444
29_05_02:30,562,10.253.40.21:44444
29_05_02:35,550,10.253.40.21:44444
29_05_02:40,534,10.253.40.21:44444
29_05_02:45,529,10.253.40.21:44444
29_05_02:50,538,10.253.40.21:44444
29_05_02:55,530,10.253.40.21:44444
29_05_02:00,460,10.253.40.22:44444
29_05_02:05,484,10.253.40.22:44444
29_05_02:10,511,10.253.40.22:44444
29_05_02:15,504,10.253.40.22:44444
29_05_02:20,478,10.253.40.22:44444
29_05_02:25,488,10.253.40.22:44444
29_05_02:30,475,10.253.40.22:44444
29_05_02:35,445,10.253.40.22:44444
29_05_02:40,441,10.253.40.22:44444
29_05_02:45,436,10.253.40.22:44444
29_05_02:50,458,10.253.40.22:44444
29_05_02:55,454,10.253.40.22:44444
29_05_02:00,453,10.253.40.23:44444
29_05_02:05,467,10.253.40.23:44444
29_05_02:10,492,10.253.40.23:44444
29_05_02:15,496,10.253.40.23:44444
29_05_02:20,507,10.253.40.23:44444
29_05_02:25,501,10.253.40.23:44444
29_05_02:30,487,10.253.40.23:44444
29_05_02:35,473,10.253.40.23:44444
29_05_02:40,451,10.253.40.23:44444
29_05_02:45,441,10.253.40.23:44444
29_05_02:50,434,10.253.40.23:44444
29_05_02:55,452,10.253.40.23:44444
29_05_02:00,504,10.253.40.24:44444
29_05_02:05,534,10.253.40.24:44444
29_05_02:10,546,10.253.40.24:44444
29_05_02:15,561,10.253.40.24:44444
29_05_02:20,564,10.253.40.24:44444
29_05_02:25,540,10.253.40.24:44444
29_05_02:30,512,10.253.40.24:44444
29_05_02:35,526,10.253.40.24:44444
29_05_02:40,525,10.253.40.24:44444
29_05_02:45,537,10.253.40.24:44444
29_05_02:50,511,10.253.40.24:44444
29_05_02:55,534,10.253.40.24:44444
29_05_02:00,423,10.253.40.25:44444
29_05_02:05,449,10.253.40.25:44444
29_05_02:10,447,10.253.40.25:44444
29_05_02:15,452,10.253.40.25:44444
29_05_02:20,443,10.253.40.25:44444
29_05_02:25,472,10.253.40.25:44444
29_05_02:30,495,10.253.40.25:44444
29_05_02:35,516,10.253.40.25:44444
29_05_02:40,514,10.253.40.25:44444
29_05_02:45,503,10.253.40.25:44444
29_05_02:50,494,10.253.40.25:44444
29_05_02:55,468,10.253.40.25:44444
29_05_02:00,494,10.253.40.26:44444
29_05_02:05,497,10.253.40.26:44444
29_05_02:10,482,10.253.40.26:44444
29_05_02:15,498,10.253.40.26:44444
29_05_02:20,491,10.253.40.26:44444
29_05_02:25,537,10.253.40.26:44444
29_05_02:30,534,10.253.40.26:44444
29_05_02:35,556,10.253.40.26:44444
29_05_02:40,501,10.253.40.26:44444
29_05_02:45,488,10.253.40.26:44444
29_05_02:50,463,10.253.40.26:44444
29_05_02:55,452,10.253.40.26:44444
29_05_02:00,604,10.253.40.27:44444
29_05_02:05,648,10.253.40.27:44444
29_05_02:10,667,10.253.40.27:44444
29_05_02:15,647,10.253.40.27:44444
29_05_02:20,609,10.253.40.27:44444
29_05_02:25,621,10.253.40.27:44444
29_05_02:30,618,10.253.40.27:44444
29_05_02:35,614,10.253.40.27:44444
29_05_02:40,608,10.253.40.27:44444
29_05_02:45,623,10.253.40.27:44444
29_05_02:50,646,10.253.40.27:44444
29_05_02:55,658,10.253.40.27:44444
29_05_02:00,505,10.253.40.28:44444
29_05_02:05,504,10.253.40.28:44444
29_05_02:10,513,10.253.40.28:44444
29_05_02:15,515,10.253.40.28:44444
29_05_02:20,480,10.253.40.28:44444
29_05_02:25,484,10.253.40.28:44444
29_05_02:30,456,10.253.40.28:44444
29_05_02:35,452,10.253.40.28:44444
29_05_02:40,485,10.253.40.28:44444
29_05_02:45,476,10.253.40.28:44444
29_05_02:50,452,10.253.40.28:44444
29_05_02:55,447,10.253.40.28:44444
29_05_02:00,408,10.253.40.29:44444
29_05_02:05,525,10.253.40.29:44444
29_05_02:10,513,10.253.40.29:44444
29_05_02:15,410,10.253.40.29:44444
29_05_02:20,372,10.253.40.29:44444
29_05_02:25,326,10.253.40.29:44444
29_05_02:30,336,10.253.40.29:44444
29_05_02:35,354,10.253.40.29:44444
29_05_02:40,346,10.253.40.29:44444
29_05_02:45,326,10.253.40.29:44444
29_05_02:50,317,10.253.40.29:44444
29_05_02:55,314,10.253.40.29:44444
29_05_02:00,572,10.253.40.30:44444
29_05_02:05,577,10.253.40.30:44444
29_05_02:10,596,10.253.40.30:44444
29_05_02:15,597,10.253.40.30:44444
29_05_02:20,569,10.253.40.30:44444
29_05_02:25,560,10.253.40.30:44444
29_05_02:30,556,10.253.40.30:44444
29_05_02:35,562,10.253.40.30:44444
29_05_02:40,574,10.253.40.30:44444
29_05_02:45,609,10.253.40.30:44444
29_05_02:50,719,10.253.40.30:44444
29_05_02:55,681,10.253.40.30:44444
29_05_02:00,558,10.253.40.31:44444
29_05_02:05,577,10.253.40.31:44444
29_05_02:10,566,10.253.40.31:44444
29_05_02:15,576,10.253.40.31:44444
29_05_02:20,547,10.253.40.31:44444
29_05_02:25,548,10.253.40.31:44444
29_05_02:30,550,10.253.40.31:44444
29_05_02:35,586,10.253.40.31:44444
29_05_02:40,595,10.253.40.31:44444
29_05_02:45,602,10.253.40.31:44444
29_05_02:50,627,10.253.40.31:44444
29_05_02:55,618,10.253.40.31:44444
29_05_02:00,477,10.253.40.32:44444
29_05_02:05,501,10.253.40.32:44444
29_05_02:10,504,10.253.40.32:44444
29_05_02:15,498,10.253.40.32:44444
29_05_02:20,465,10.253.40.32:44444
29_05_02:25,447,10.253.40.32:44444
29_05_02:30,448,10.253.40.32:44444
29_05_02:35,471,10.253.40.32:44444
29_05_02:40,452,10.253.40.32:44444
29_05_02:45,441,10.253.40.32:44444
29_05_02:50,450,10.253.40.32:44444
29_05_02:55,472,10.253.40.32:44444
29_05_02:00,60,10.253.40.33:44444
29_05_02:05,100,10.253.40.33:44444
29_05_02:10,112,10.253.40.33:44444
29_05_02:15,75,10.253.40.33:44444
29_05_02:20,34,10.253.40.33:44444
29_05_02:25,35,10.253.40.33:44444
29_05_02:30,52,10.253.40.33:44444
29_05_02:35,47,10.253.40.33:44444
29_05_02:40,55,10.253.40.33:44444
29_05_02:45,59,10.253.40.33:44444
29_05_02:50,54,10.253.40.33:44444
29_05_02:55,58,10.253.40.33:44444
29_05_02:00,113,10.253.40.34:44444
29_05_02:05,139,10.253.40.34:44444
29_05_02:10,140,10.253.40.34:44444
29_05_02:15,119,10.253.40.34:44444
29_05_02:20,141,10.253.40.34:44444
29_05_02:25,138,10.253.40.34:44444
29_05_02:30,111,10.253.40.34:44444
29_05_02:35,103,10.253.40.34:44444
29_05_02:40,122,10.253.40.34:44444
29_05_02:45,126,10.253.40.34:44444
29_05_02:50,129,10.253.40.34:44444
29_05_02:55,135,10.253.40.34:44444
29_05_02:00,60,10.253.40.35:44444
29_05_02:05,68,10.253.40.35:44444
29_05_02:10,63,10.253.40.35:44444
29_05_02:15,80,10.253.40.35:44444
29_05_02:20,86,10.253.40.35:44444
29_05_02:25,82,10.253.40.35:44444
29_05_02:30,86,10.253.40.35:44444
29_05_02:35,82,10.253.40.35:44444
29_05_02:40,57,10.253.40.35:44444
29_05_02:45,77,10.253.40.35:44444
29_05_02:50,112,10.253.40.35:44444
29_05_02:55,98,10.253.40.35:44444
29_05_02:00,13,10.253.40.36:44444
29_05_02:05,15,10.253.40.36:44444
29_05_02:10,35,10.253.40.36:44444
29_05_02:15,32,10.253.40.36:44444
29_05_02:20,20,10.253.40.36:44444
29_05_02:25,22,10.253.40.36:44444
29_05_02:30,22,10.253.40.36:44444
29_05_02:35,20,10.253.40.36:44444
29_05_02:40,26,10.253.40.36:44444
29_05_02:45,31,10.253.40.36:44444
29_05_02:50,20,10.253.40.36:44444
29_05_02:55,35,10.253.40.36:44444
29_05_03:00,431,10.253.40.11:44444
29_05_03:05,447,10.253.40.11:44444
29_05_03:10,452,10.253.40.11:44444
29_05_03:15,463,10.253.40.11:44444
29_05_03:20,423,10.253.40.11:44444
29_05_03:25,412,10.253.40.11:44444
29_05_03:30,403,10.253.40.11:44444
29_05_03:35,419,10.253.40.11:44444
29_05_03:40,421,10.253.40.11:44444
29_05_03:45,408,10.253.40.11:44444
29_05_03:50,414,10.253.40.11:44444
29_05_03:55,439,10.253.40.11:44444
29_05_03:00,509,10.253.40.12:44444
29_05_03:05,537,10.253.40.12:44444
29_05_03:10,541,10.253.40.12:44444
29_05_03:15,560,10.253.40.12:44444
29_05_03:20,519,10.253.40.12:44444
29_05_03:25,508,10.253.40.12:44444
29_05_03:30,502,10.253.40.12:44444
29_05_03:35,539,10.253.40.12:44444
29_05_03:40,553,10.253.40.12:44444
29_05_03:45,586,10.253.40.12:44444
29_05_03:50,576,10.253.40.12:44444
29_05_03:55,532,10.253.40.12:44444
29_05_03:00,515,10.253.40.13:44444
29_05_03:05,560,10.253.40.13:44444
29_05_03:10,557,10.253.40.13:44444
29_05_03:15,559,10.253.40.13:44444
29_05_03:20,559,10.253.40.13:44444
29_05_03:25,566,10.253.40.13:44444
29_05_03:30,575,10.253.40.13:44444
29_05_03:35,554,10.253.40.13:44444
29_05_03:40,519,10.253.40.13:44444
29_05_03:45,511,10.253.40.13:44444
29_05_03:50,507,10.253.40.13:44444
29_05_03:55,535,10.253.40.13:44444
29_05_03:00,496,10.253.40.14:44444
29_05_03:05,537,10.253.40.14:44444
29_05_03:10,557,10.253.40.14:44444
29_05_03:15,553,10.253.40.14:44444
29_05_03:20,563,10.253.40.14:44444
29_05_03:25,583,10.253.40.14:44444
29_05_03:30,552,10.253.40.14:44444
29_05_03:35,523,10.253.40.14:44444
29_05_03:40,506,10.253.40.14:44444
29_05_03:45,491,10.253.40.14:44444
29_05_03:50,509,10.253.40.14:44444
29_05_03:55,506,10.253.40.14:44444
29_05_03:00,499,10.253.40.15:44444
29_05_03:05,520,10.253.40.15:44444
29_05_03:10,520,10.253.40.15:44444
29_05_03:15,493,10.253.40.15:44444
29_05_03:20,469,10.253.40.15:44444
29_05_03:25,485,10.253.40.15:44444
29_05_03:30,463,10.253.40.15:44444
29_05_03:35,419,10.253.40.15:44444
29_05_03:40,442,10.253.40.15:44444
29_05_03:45,466,10.253.40.15:44444
29_05_03:50,469,10.253.40.15:44444
29_05_03:55,492,10.253.40.15:44444
29_05_03:00,415,10.253.40.17:44444
29_05_03:05,482,10.253.40.17:44444
29_05_03:10,466,10.253.40.17:44444
29_05_03:15,494,10.253.40.17:44444
29_05_03:20,476,10.253.40.17:44444
29_05_03:25,458,10.253.40.17:44444
29_05_03:30,452,10.253.40.17:44444
29_05_03:35,446,10.253.40.17:44444
29_05_03:40,465,10.253.40.17:44444
29_05_03:45,477,10.253.40.17:44444
29_05_03:50,456,10.253.40.17:44444
29_05_03:55,450,10.253.40.17:44444
29_05_03:00,560,10.253.40.18:44444
29_05_03:05,572,10.253.40.18:44444
29_05_03:10,547,10.253.40.18:44444
29_05_03:15,529,10.253.40.18:44444
29_05_03:20,524,10.253.40.18:44444
29_05_03:25,541,10.253.40.18:44444
29_05_03:30,518,10.253.40.18:44444
29_05_03:35,507,10.253.40.18:44444
29_05_03:40,471,10.253.40.18:44444
29_05_03:45,473,10.253.40.18:44444
29_05_03:50,483,10.253.40.18:44444
29_05_03:55,493,10.253.40.18:44444
29_05_03:00,526,10.253.40.19:44444
29_05_03:05,503,10.253.40.19:44444
29_05_03:10,516,10.253.40.19:44444
29_05_03:15,502,10.253.40.19:44444
29_05_03:20,468,10.253.40.19:44444
29_05_03:25,482,10.253.40.19:44444
29_05_03:30,482,10.253.40.19:44444
29_05_03:35,479,10.253.40.19:44444
29_05_03:40,464,10.253.40.19:44444
29_05_03:45,467,10.253.40.19:44444
29_05_03:50,485,10.253.40.19:44444
29_05_03:55,497,10.253.40.19:44444
29_05_03:00,519,10.253.40.20:44444
29_05_03:05,549,10.253.40.20:44444
29_05_03:10,549,10.253.40.20:44444
29_05_03:15,562,10.253.40.20:44444
29_05_03:20,538,10.253.40.20:44444
29_05_03:25,561,10.253.40.20:44444
29_05_03:30,553,10.253.40.20:44444
29_05_03:35,561,10.253.40.20:44444
29_05_03:40,543,10.253.40.20:44444
29_05_03:45,564,10.253.40.20:44444
29_05_03:50,564,10.253.40.20:44444
29_05_03:55,565,10.253.40.20:44444
29_05_03:00,531,10.253.40.21:44444
29_05_03:05,552,10.253.40.21:44444
29_05_03:10,528,10.253.40.21:44444
29_05_03:15,541,10.253.40.21:44444
29_05_03:20,546,10.253.40.21:44444
29_05_03:25,538,10.253.40.21:44444
29_05_03:30,511,10.253.40.21:44444
29_05_03:35,515,10.253.40.21:44444
29_05_03:40,563,10.253.40.21:44444
29_05_03:45,554,10.253.40.21:44444
29_05_03:50,545,10.253.40.21:44444
29_05_03:55,593,10.253.40.21:44444
29_05_03:00,475,10.253.40.22:44444
29_05_03:05,490,10.253.40.22:44444
29_05_03:10,498,10.253.40.22:44444
29_05_03:15,495,10.253.40.22:44444
29_05_03:20,490,10.253.40.22:44444
29_05_03:25,465,10.253.40.22:44444
29_05_03:30,485,10.253.40.22:44444
29_05_03:35,466,10.253.40.22:44444
29_05_03:40,460,10.253.40.22:44444
29_05_03:45,440,10.253.40.22:44444
29_05_03:50,443,10.253.40.22:44444
29_05_03:55,451,10.253.40.22:44444
29_05_03:00,477,10.253.40.23:44444
29_05_03:05,470,10.253.40.23:44444
29_05_03:10,468,10.253.40.23:44444
29_05_03:15,474,10.253.40.23:44444
29_05_03:20,438,10.253.40.23:44444
29_05_03:25,441,10.253.40.23:44444
29_05_03:30,447,10.253.40.23:44444
29_05_03:35,460,10.253.40.23:44444
29_05_03:40,456,10.253.40.23:44444
29_05_03:45,453,10.253.40.23:44444
29_05_03:50,459,10.253.40.23:44444
29_05_03:55,482,10.253.40.23:44444
29_05_03:00,543,10.253.40.24:44444
29_05_03:05,587,10.253.40.24:44444
29_05_03:10,573,10.253.40.24:44444
29_05_03:15,541,10.253.40.24:44444
29_05_03:20,542,10.253.40.24:44444
29_05_03:25,552,10.253.40.24:44444
29_05_03:30,522,10.253.40.24:44444
29_05_03:35,519,10.253.40.24:44444
29_05_03:40,516,10.253.40.24:44444
29_05_03:45,535,10.253.40.24:44444
29_05_03:50,534,10.253.40.24:44444
29_05_03:55,549,10.253.40.24:44444
29_05_03:00,460,10.253.40.25:44444
29_05_03:05,490,10.253.40.25:44444
29_05_03:10,475,10.253.40.25:44444
29_05_03:15,461,10.253.40.25:44444
29_05_03:20,452,10.253.40.25:44444
29_05_03:25,460,10.253.40.25:44444
29_05_03:30,454,10.253.40.25:44444
29_05_03:35,474,10.253.40.25:44444
29_05_03:40,468,10.253.40.25:44444
