time,abgw_detached_files,instance
29_05_11:40,0,10.253.40.34:44444
29_05_11:45,0,10.253.40.34:44444
29_05_11:50,0,10.253.40.34:44444
29_05_11:55,0,10.253.40.34:44444
29_05_11:00,0,10.253.40.35:44444
29_05_11:05,0,10.253.40.35:44444
29_05_11:10,0,10.253.40.35:44444
29_05_11:15,0,10.253.40.35:44444
29_05_11:20,0,10.253.40.35:44444
29_05_11:25,0,10.253.40.35:44444
29_05_11:30,0,10.253.40.35:44444
29_05_11:35,0,10.253.40.35:44444
29_05_11:40,0,10.253.40.35:44444
29_05_11:45,0,10.253.40.35:44444
29_05_11:50,0,10.253.40.35:44444
29_05_11:55,0,10.253.40.35:44444
29_05_11:00,0,10.253.40.36:44444
29_05_11:05,0,10.253.40.36:44444
29_05_11:10,0,10.253.40.36:44444
29_05_11:15,0,10.253.40.36:44444
29_05_11:20,0,10.253.40.36:44444
29_05_11:25,0,10.253.40.36:44444
29_05_11:30,0,10.253.40.36:44444
29_05_11:35,0,10.253.40.36:44444
29_05_11:40,0,10.253.40.36:44444
29_05_11:45,0,10.253.40.36:44444
29_05_11:50,0,10.253.40.36:44444
29_05_11:55,0,10.253.40.36:44444
29_05_12:00,1,10.253.40.11:44444
29_05_12:05,0,10.253.40.11:44444
29_05_12:10,0,10.253.40.11:44444
29_05_12:15,0,10.253.40.11:44444
29_05_12:20,0,10.253.40.11:44444
29_05_12:25,0,10.253.40.11:44444
29_05_12:30,0,10.253.40.11:44444
29_05_12:35,0,10.253.40.11:44444
29_05_12:40,0,10.253.40.11:44444
29_05_12:45,0,10.253.40.11:44444
29_05_12:50,0,10.253.40.11:44444
29_05_12:55,0,10.253.40.11:44444
29_05_12:00,0,10.253.40.12:44444
29_05_12:05,0,10.253.40.12:44444
29_05_12:10,0,10.253.40.12:44444
29_05_12:15,0,10.253.40.12:44444
29_05_12:20,0,10.253.40.12:44444
29_05_12:25,0,10.253.40.12:44444
29_05_12:30,0,10.253.40.12:44444
29_05_12:35,0,10.253.40.12:44444
29_05_12:40,1,10.253.40.12:44444
29_05_12:45,0,10.253.40.12:44444
29_05_12:50,0,10.253.40.12:44444
29_05_12:55,0,10.253.40.12:44444
29_05_12:00,0,10.253.40.13:44444
29_05_12:05,0,10.253.40.13:44444
29_05_12:10,0,10.253.40.13:44444
29_05_12:15,0,10.253.40.13:44444
29_05_12:20,0,10.253.40.13:44444
29_05_12:25,0,10.253.40.13:44444
29_05_12:30,1,10.253.40.13:44444
29_05_12:35,0,10.253.40.13:44444
29_05_12:40,0,10.253.40.13:44444
29_05_12:45,0,10.253.40.13:44444
29_05_12:50,0,10.253.40.13:44444
29_05_12:55,0,10.253.40.13:44444
29_05_12:00,0,10.253.40.14:44444
29_05_12:05,0,10.253.40.14:44444
29_05_12:10,0,10.253.40.14:44444
29_05_12:15,1,10.253.40.14:44444
29_05_12:20,0,10.253.40.14:44444
29_05_12:25,0,10.253.40.14:44444
29_05_12:30,0,10.253.40.14:44444
29_05_12:35,0,10.253.40.14:44444
29_05_12:40,1,10.253.40.14:44444
29_05_12:45,0,10.253.40.14:44444
29_05_12:50,0,10.253.40.14:44444
29_05_12:55,0,10.253.40.14:44444
29_05_12:00,0,10.253.40.15:44444
29_05_12:05,0,10.253.40.15:44444
29_05_12:10,0,10.253.40.15:44444
29_05_12:15,0,10.253.40.15:44444
29_05_12:20,0,10.253.40.15:44444
29_05_12:25,0,10.253.40.15:44444
29_05_12:30,0,10.253.40.15:44444
29_05_12:35,0,10.253.40.15:44444
29_05_12:40,0,10.253.40.15:44444
29_05_12:45,0,10.253.40.15:44444
29_05_12:50,0,10.253.40.15:44444
29_05_12:55,0,10.253.40.15:44444
29_05_12:00,0,10.253.40.17:44444
29_05_12:05,0,10.253.40.17:44444
29_05_12:10,0,10.253.40.17:44444
29_05_12:15,0,10.253.40.17:44444
29_05_12:20,0,10.253.40.17:44444
29_05_12:25,0,10.253.40.17:44444
29_05_12:30,1,10.253.40.17:44444
29_05_12:35,0,10.253.40.17:44444
29_05_12:40,0,10.253.40.17:44444
29_05_12:45,0,10.253.40.17:44444
29_05_12:50,0,10.253.40.17:44444
29_05_12:55,0,10.253.40.17:44444
29_05_12:00,0,10.253.40.18:44444
29_05_12:05,0,10.253.40.18:44444
29_05_12:10,0,10.253.40.18:44444
29_05_12:15,0,10.253.40.18:44444
29_05_12:20,0,10.253.40.18:44444
29_05_12:25,0,10.253.40.18:44444
29_05_12:30,0,10.253.40.18:44444
29_05_12:35,0,10.253.40.18:44444
29_05_12:40,0,10.253.40.18:44444
29_05_12:45,0,10.253.40.18:44444
29_05_12:50,0,10.253.40.18:44444
29_05_12:55,0,10.253.40.18:44444
29_05_12:00,0,10.253.40.19:44444
29_05_12:05,0,10.253.40.19:44444
29_05_12:10,0,10.253.40.19:44444
29_05_12:15,0,10.253.40.19:44444
29_05_12:20,0,10.253.40.19:44444
29_05_12:25,0,10.253.40.19:44444
29_05_12:30,0,10.253.40.19:44444
29_05_12:35,0,10.253.40.19:44444
29_05_12:40,0,10.253.40.19:44444
29_05_12:45,0,10.253.40.19:44444
29_05_12:50,0,10.253.40.19:44444
29_05_12:55,1,10.253.40.19:44444
29_05_12:00,0,10.253.40.20:44444
29_05_12:05,0,10.253.40.20:44444
29_05_12:10,0,10.253.40.20:44444
29_05_12:15,0,10.253.40.20:44444
29_05_12:20,0,10.253.40.20:44444
29_05_12:25,0,10.253.40.20:44444
29_05_12:30,0,10.253.40.20:44444
29_05_12:35,0,10.253.40.20:44444
29_05_12:40,0,10.253.40.20:44444
29_05_12:45,0,10.253.40.20:44444
29_05_12:50,0,10.253.40.20:44444
29_05_12:55,0,10.253.40.20:44444
29_05_12:00,0,10.253.40.21:44444
29_05_12:05,0,10.253.40.21:44444
29_05_12:10,0,10.253.40.21:44444
29_05_12:15,0,10.253.40.21:44444
29_05_12:20,0,10.253.40.21:44444
29_05_12:25,0,10.253.40.21:44444
29_05_12:30,0,10.253.40.21:44444
29_05_12:35,0,10.253.40.21:44444
29_05_12:40,0,10.253.40.21:44444
29_05_12:45,0,10.253.40.21:44444
29_05_12:50,0,10.253.40.21:44444
29_05_12:55,0,10.253.40.21:44444
29_05_12:00,0,10.253.40.22:44444
29_05_12:05,0,10.253.40.22:44444
29_05_12:10,0,10.253.40.22:44444
29_05_12:15,0,10.253.40.22:44444
29_05_12:20,0,10.253.40.22:44444
29_05_12:25,0,10.253.40.22:44444
29_05_12:30,0,10.253.40.22:44444
29_05_12:35,0,10.253.40.22:44444
29_05_12:40,0,10.253.40.22:44444
29_05_12:45,0,10.253.40.22:44444
29_05_12:50,0,10.253.40.22:44444
29_05_12:55,0,10.253.40.22:44444
29_05_12:00,0,10.253.40.23:44444
29_05_12:05,0,10.253.40.23:44444
29_05_12:10,0,10.253.40.23:44444
29_05_12:15,0,10.253.40.23:44444
29_05_12:20,0,10.253.40.23:44444
29_05_12:25,0,10.253.40.23:44444
29_05_12:30,0,10.253.40.23:44444
29_05_12:35,0,10.253.40.23:44444
29_05_12:40,0,10.253.40.23:44444
29_05_12:45,0,10.253.40.23:44444
29_05_12:50,0,10.253.40.23:44444
29_05_12:55,0,10.253.40.23:44444
29_05_12:00,0,10.253.40.24:44444
29_05_12:05,0,10.253.40.24:44444
29_05_12:10,0,10.253.40.24:44444
29_05_12:15,0,10.253.40.24:44444
29_05_12:20,0,10.253.40.24:44444
29_05_12:25,0,10.253.40.24:44444
29_05_12:30,0,10.253.40.24:44444
29_05_12:35,0,10.253.40.24:44444
29_05_12:40,0,10.253.40.24:44444
29_05_12:45,0,10.253.40.24:44444
29_05_12:50,0,10.253.40.24:44444
29_05_12:55,0,10.253.40.24:44444
29_05_12:00,0,10.253.40.25:44444
29_05_12:05,0,10.253.40.25:44444
29_05_12:10,0,10.253.40.25:44444
29_05_12:15,0,10.253.40.25:44444
29_05_12:20,0,10.253.40.25:44444
29_05_12:25,0,10.253.40.25:44444
29_05_12:30,0,10.253.40.25:44444
29_05_12:35,0,10.253.40.25:44444
29_05_12:40,0,10.253.40.25:44444
29_05_12:45,0,10.253.40.25:44444
29_05_12:50,0,10.253.40.25:44444
29_05_12:55,0,10.253.40.25:44444
29_05_12:00,0,10.253.40.26:44444
29_05_12:05,1,10.253.40.26:44444
29_05_12:10,0,10.253.40.26:44444
29_05_12:15,0,10.253.40.26:44444
29_05_12:20,0,10.253.40.26:44444
29_05_12:25,0,10.253.40.26:44444
29_05_12:30,0,10.253.40.26:44444
29_05_12:35,0,10.253.40.26:44444
29_05_12:40,0,10.253.40.26:44444
29_05_12:45,0,10.253.40.26:44444
29_05_12:50,0,10.253.40.26:44444
29_05_12:55,0,10.253.40.26:44444
29_05_12:00,0,10.253.40.27:44444
29_05_12:05,0,10.253.40.27:44444
29_05_12:10,1,10.253.40.27:44444
29_05_12:15,0,10.253.40.27:44444
29_05_12:20,0,10.253.40.27:44444
29_05_12:25,1,10.253.40.27:44444
29_05_12:30,0,10.253.40.27:44444
29_05_12:35,0,10.253.40.27:44444
29_05_12:40,0,10.253.40.27:44444
29_05_12:45,0,10.253.40.27:44444
29_05_12:50,0,10.253.40.27:44444
29_05_12:55,0,10.253.40.27:44444
29_05_12:00,0,10.253.40.28:44444
29_05_12:05,0,10.253.40.28:44444
29_05_12:10,0,10.253.40.28:44444
29_05_12:15,0,10.253.40.28:44444
29_05_12:20,0,10.253.40.28:44444
29_05_12:25,0,10.253.40.28:44444
29_05_12:30,0,10.253.40.28:44444
29_05_12:35,0,10.253.40.28:44444
29_05_12:40,0,10.253.40.28:44444
29_05_12:45,0,10.253.40.28:44444
29_05_12:50,0,10.253.40.28:44444
29_05_12:55,0,10.253.40.28:44444
29_05_12:00,0,10.253.40.29:44444
29_05_12:05,0,10.253.40.29:44444
29_05_12:10,0,10.253.40.29:44444
29_05_12:15,0,10.253.40.29:44444
29_05_12:20,0,10.253.40.29:44444
29_05_12:25,0,10.253.40.29:44444
29_05_12:30,0,10.253.40.29:44444
29_05_12:35,0,10.253.40.29:44444
29_05_12:40,0,10.253.40.29:44444
29_05_12:45,0,10.253.40.29:44444
29_05_12:50,0,10.253.40.29:44444
29_05_12:55,0,10.253.40.29:44444
29_05_12:00,0,10.253.40.30:44444
29_05_12:05,0,10.253.40.30:44444
29_05_12:10,0,10.253.40.30:44444
29_05_12:15,0,10.253.40.30:44444
29_05_12:20,1,10.253.40.30:44444
29_05_12:25,0,10.253.40.30:44444
29_05_12:30,0,10.253.40.30:44444
29_05_12:35,1,10.253.40.30:44444
29_05_12:40,0,10.253.40.30:44444
29_05_12:45,0,10.253.40.30:44444
29_05_12:50,0,10.253.40.30:44444
29_05_12:55,0,10.253.40.30:44444
29_05_12:00,0,10.253.40.31:44444
29_05_12:05,0,10.253.40.31:44444
29_05_12:10,0,10.253.40.31:44444
29_05_12:15,0,10.253.40.31:44444
29_05_12:20,0,10.253.40.31:44444
29_05_12:25,0,10.253.40.31:44444
29_05_12:30,0,10.253.40.31:44444
29_05_12:35,0,10.253.40.31:44444
29_05_12:40,0,10.253.40.31:44444
29_05_12:45,0,10.253.40.31:44444
29_05_12:50,0,10.253.40.31:44444
29_05_12:55,0,10.253.40.31:44444
29_05_12:00,0,10.253.40.32:44444
29_05_12:05,0,10.253.40.32:44444
29_05_12:10,1,10.253.40.32:44444
29_05_12:15,0,10.253.40.32:44444
29_05_12:20,0,10.253.40.32:44444
29_05_12:25,0,10.253.40.32:44444
29_05_12:30,0,10.253.40.32:44444
29_05_12:35,0,10.253.40.32:44444
29_05_12:40,0,10.253.40.32:44444
29_05_12:45,0,10.253.40.32:44444
29_05_12:50,0,10.253.40.32:44444
29_05_12:55,0,10.253.40.32:44444
29_05_12:00,0,10.253.40.33:44444
29_05_12:05,0,10.253.40.33:44444
29_05_12:10,0,10.253.40.33:44444
29_05_12:15,0,10.253.40.33:44444
29_05_12:20,0,10.253.40.33:44444
29_05_12:25,0,10.253.40.33:44444
29_05_12:30,0,10.253.40.33:44444
29_05_12:35,0,10.253.40.33:44444
29_05_12:40,0,10.253.40.33:44444
29_05_12:45,0,10.253.40.33:44444
29_05_12:50,0,10.253.40.33:44444
29_05_12:55,0,10.253.40.33:44444
29_05_12:00,0,10.253.40.34:44444
29_05_12:05,0,10.253.40.34:44444
29_05_12:10,0,10.253.40.34:44444
29_05_12:15,0,10.253.40.34:44444
29_05_12:20,1,10.253.40.34:44444
29_05_12:25,0,10.253.40.34:44444
29_05_12:30,0,10.253.40.34:44444
29_05_12:35,0,10.253.40.34:44444
29_05_12:40,0,10.253.40.34:44444
29_05_12:45,0,10.253.40.34:44444
29_05_12:50,0,10.253.40.34:44444
29_05_12:55,1,10.253.40.34:44444
29_05_12:00,0,10.253.40.35:44444
29_05_12:05,0,10.253.40.35:44444
29_05_12:10,0,10.253.40.35:44444
29_05_12:15,0,10.253.40.35:44444
29_05_12:20,0,10.253.40.35:44444
29_05_12:25,0,10.253.40.35:44444
29_05_12:30,0,10.253.40.35:44444
29_05_12:35,0,10.253.40.35:44444
29_05_12:40,0,10.253.40.35:44444
29_05_12:45,0,10.253.40.35:44444
29_05_12:50,0,10.253.40.35:44444
29_05_12:55,0,10.253.40.35:44444
29_05_12:00,0,10.253.40.36:44444
29_05_12:05,0,10.253.40.36:44444
29_05_12:10,0,10.253.40.36:44444
29_05_12:15,0,10.253.40.36:44444
29_05_12:20,0,10.253.40.36:44444
29_05_12:25,0,10.253.40.36:44444
29_05_12:30,0,10.253.40.36:44444
29_05_12:35,0,10.253.40.36:44444
29_05_12:40,0,10.253.40.36:44444
29_05_12:45,0,10.253.40.36:44444
29_05_12:50,0,10.253.40.36:44444
29_05_12:55,0,10.253.40.36:44444
29_05_13:00,0,10.253.40.11:44444
29_05_13:05,0,10.253.40.11:44444
29_05_13:10,0,10.253.40.11:44444
29_05_13:15,0,10.253.40.11:44444
29_05_13:20,0,10.253.40.11:44444
29_05_13:25,0,10.253.40.11:44444
29_05_13:30,0,10.253.40.11:44444
29_05_13:35,1,10.253.40.11:44444
29_05_13:40,0,10.253.40.11:44444
29_05_13:45,0,10.253.40.11:44444
29_05_13:50,1,10.253.40.11:44444
29_05_13:55,0,10.253.40.11:44444
29_05_13:00,0,10.253.40.12:44444
29_05_13:05,1,10.253.40.12:44444
29_05_13:10,0,10.253.40.12:44444
29_05_13:15,0,10.253.40.12:44444
29_05_13:20,0,10.253.40.12:44444
29_05_13:25,0,10.253.40.12:44444
29_05_13:30,0,10.253.40.12:44444
29_05_13:35,0,10.253.40.12:44444
29_05_13:40,0,10.253.40.12:44444
29_05_13:45,0,10.253.40.12:44444
29_05_13:50,0,10.253.40.12:44444
29_05_13:55,0,10.253.40.12:44444
29_05_13:00,0,10.253.40.13:44444
29_05_13:05,0,10.253.40.13:44444
29_05_13:10,0,10.253.40.13:44444
29_05_13:15,0,10.253.40.13:44444
29_05_13:20,0,10.253.40.13:44444
29_05_13:25,0,10.253.40.13:44444
29_05_13:30,0,10.253.40.13:44444
29_05_13:35,0,10.253.40.13:44444
29_05_13:40,0,10.253.40.13:44444
29_05_13:45,0,10.253.40.13:44444
29_05_13:50,0,10.253.40.13:44444
29_05_13:55,0,10.253.40.13:44444
29_05_13:00,0,10.253.40.14:44444
29_05_13:05,0,10.253.40.14:44444
29_05_13:10,0,10.253.40.14:44444
29_05_13:15,0,10.253.40.14:44444
29_05_13:20,0,10.253.40.14:44444
29_05_13:25,0,10.253.40.14:44444
29_05_13:30,0,10.253.40.14:44444
29_05_13:35,0,10.253.40.14:44444
29_05_13:40,0,10.253.40.14:44444
29_05_13:45,0,10.253.40.14:44444
29_05_13:50,0,10.253.40.14:44444
29_05_13:55,0,10.253.40.14:44444
29_05_13:00,0,10.253.40.15:44444
29_05_13:05,0,10.253.40.15:44444
29_05_13:10,1,10.253.40.15:44444
29_05_13:15,0,10.253.40.15:44444
29_05_13:20,0,10.253.40.15:44444
29_05_13:25,0,10.253.40.15:44444
29_05_13:30,0,10.253.40.15:44444
29_05_13:35,0,10.253.40.15:44444
29_05_13:40,0,10.253.40.15:44444
29_05_13:45,0,10.253.40.15:44444
29_05_13:50,0,10.253.40.15:44444
29_05_13:55,0,10.253.40.15:44444
29_05_13:00,0,10.253.40.17:44444
29_05_13:05,0,10.253.40.17:44444
29_05_13:10,0,10.253.40.17:44444
29_05_13:15,0,10.253.40.17:44444
29_05_13:20,0,10.253.40.17:44444
29_05_13:25,0,10.253.40.17:44444
29_05_13:30,0,10.253.40.17:44444
29_05_13:35,0,10.253.40.17:44444
29_05_13:40,0,10.253.40.17:44444
29_05_13:45,0,10.253.40.17:44444
29_05_13:50,0,10.253.40.17:44444
29_05_13:55,0,10.253.40.17:44444
29_05_13:00,0,10.253.40.18:44444
29_05_13:05,0,10.253.40.18:44444
29_05_13:10,0,10.253.40.18:44444
29_05_13:15,0,10.253.40.18:44444
29_05_13:20,0,10.253.40.18:44444
29_05_13:25,0,10.253.40.18:44444
29_05_13:30,0,10.253.40.18:44444
29_05_13:35,0,10.253.40.18:44444
29_05_13:40,0,10.253.40.18:44444
29_05_13:45,0,10.253.40.18:44444
29_05_13:50,0,10.253.40.18:44444
29_05_13:55,0,10.253.40.18:44444
29_05_13:00,1,10.253.40.19:44444
29_05_13:05,0,10.253.40.19:44444
29_05_13:10,0,10.253.40.19:44444
29_05_13:15,0,10.253.40.19:44444
29_05_13:20,0,10.253.40.19:44444
29_05_13:25,0,10.253.40.19:44444
29_05_13:30,0,10.253.40.19:44444
29_05_13:35,0,10.253.40.19:44444
29_05_13:40,0,10.253.40.19:44444
29_05_13:45,0,10.253.40.19:44444
29_05_13:50,0,10.253.40.19:44444
29_05_13:55,0,10.253.40.19:44444
29_05_13:00,0,10.253.40.20:44444
29_05_13:05,0,10.253.40.20:44444
29_05_13:10,0,10.253.40.20:44444
29_05_13:15,0,10.253.40.20:44444
29_05_13:20,0,10.253.40.20:44444
29_05_13:25,0,10.253.40.20:44444
29_05_13:30,0,10.253.40.20:44444
29_05_13:35,0,10.253.40.20:44444
29_05_13:40,0,10.253.40.20:44444
29_05_13:45,0,10.253.40.20:44444
29_05_13:50,0,10.253.40.20:44444
29_05_13:55,0,10.253.40.20:44444
29_05_13:00,0,10.253.40.21:44444
29_05_13:05,0,10.253.40.21:44444
29_05_13:10,0,10.253.40.21:44444
29_05_13:15,0,10.253.40.21:44444
29_05_13:20,0,10.253.40.21:44444
29_05_13:25,0,10.253.40.21:44444
29_05_13:30,0,10.253.40.21:44444
29_05_13:35,0,10.253.40.21:44444
29_05_13:40,0,10.253.40.21:44444
29_05_13:45,0,10.253.40.21:44444
29_05_13:50,0,10.253.40.21:44444
29_05_13:55,0,10.253.40.21:44444
29_05_13:00,0,10.253.40.22:44444
29_05_13:05,0,10.253.40.22:44444
29_05_13:10,0,10.253.40.22:44444
29_05_13:15,1,10.253.40.22:44444
29_05_13:20,0,10.253.40.22:44444
29_05_13:25,0,10.253.40.22:44444
29_05_13:30,0,10.253.40.22:44444
29_05_13:35,0,10.253.40.22:44444
29_05_13:40,1,10.253.40.22:44444
29_05_13:45,0,10.253.40.22:44444
29_05_13:50,0,10.253.40.22:44444
29_05_13:55,0,10.253.40.22:44444
29_05_13:00,0,10.253.40.23:44444
29_05_13:05,0,10.253.40.23:44444
29_05_13:10,1,10.253.40.23:44444
29_05_13:15,0,10.253.40.23:44444
29_05_13:20,0,10.253.40.23:44444
29_05_13:25,0,10.253.40.23:44444
29_05_13:30,0,10.253.40.23:44444
29_05_13:35,0,10.253.40.23:44444
29_05_13:40,0,10.253.40.23:44444
29_05_13:45,0,10.253.40.23:44444
29_05_13:50,0,10.253.40.23:44444
29_05_13:55,0,10.253.40.23:44444
29_05_13:00,0,10.253.40.24:44444
29_05_13:05,0,10.253.40.24:44444
29_05_13:10,0,10.253.40.24:44444
29_05_13:15,0,10.253.40.24:44444
29_05_13:20,0,10.253.40.24:44444
29_05_13:25,0,10.253.40.24:44444
29_05_13:30,0,10.253.40.24:44444
29_05_13:35,0,10.253.40.24:44444
29_05_13:40,0,10.253.40.24:44444
29_05_13:45,0,10.253.40.24:44444
29_05_13:50,0,10.253.40.24:44444
29_05_13:55,0,10.253.40.24:44444
29_05_13:00,1,10.253.40.25:44444
29_05_13:05,0,10.253.40.25:44444
29_05_13:10,0,10.253.40.25:44444
29_05_13:15,0,10.253.40.25:44444
29_05_13:20,0,10.253.40.25:44444
29_05_13:25,0,10.253.40.25:44444
29_05_13:30,0,10.253.40.25:44444
29_05_13:35,0,10.253.40.25:44444
29_05_13:40,0,10.253.40.25:44444
29_05_13:45,0,10.253.40.25:44444
29_05_13:50,0,10.253.40.25:44444
29_05_13:55,0,10.253.40.25:44444
29_05_13:00,0,10.253.40.26:44444
29_05_13:05,0,10.253.40.26:44444
29_05_13:10,0,10.253.40.26:44444
29_05_13:15,2,10.253.40.26:44444
29_05_13:20,0,10.253.40.26:44444
29_05_13:25,0,10.253.40.26:44444
29_05_13:30,0,10.253.40.26:44444
29_05_13:35,0,10.253.40.26:44444
29_05_13:40,0,10.253.40.26:44444
29_05_13:45,1,10.253.40.26:44444
29_05_13:50,0,10.253.40.26:44444
29_05_13:55,0,10.253.40.26:44444
29_05_13:00,0,10.253.40.27:44444
29_05_13:05,0,10.253.40.27:44444
29_05_13:10,0,10.253.40.27:44444
29_05_13:15,0,10.253.40.27:44444
29_05_13:20,0,10.253.40.27:44444
29_05_13:25,0,10.253.40.27:44444
29_05_13:30,0,10.253.40.27:44444
29_05_13:35,0,10.253.40.27:44444
29_05_13:40,0,10.253.40.27:44444
29_05_13:45,0,10.253.40.27:44444
29_05_13:50,0,10.253.40.27:44444
29_05_13:55,0,10.253.40.27:44444
29_05_13:00,0,10.253.40.28:44444
29_05_13:05,0,10.253.40.28:44444
29_05_13:10,0,10.253.40.28:44444
29_05_13:15,0,10.253.40.28:44444
29_05_13:20,0,10.253.40.28:44444
29_05_13:25,0,10.253.40.28:44444
29_05_13:30,0,10.253.40.28:44444
29_05_13:35,0,10.253.40.28:44444
29_05_13:40,0,10.253.40.28:44444
29_05_13:45,0,10.253.40.28:44444
29_05_13:50,0,10.253.40.28:44444
29_05_13:55,0,10.253.40.28:44444
29_05_13:00,0,10.253.40.29:44444
29_05_13:05,0,10.253.40.29:44444
29_05_13:10,0,10.253.40.29:44444
29_05_13:15,0,10.253.40.29:44444
29_05_13:20,0,10.253.40.29:44444
29_05_13:25,0,10.253.40.29:44444
29_05_13:30,0,10.253.40.29:44444
29_05_13:35,0,10.253.40.29:44444
29_05_13:40,0,10.253.40.29:44444
29_05_13:45,0,10.253.40.29:44444
29_05_13:50,0,10.253.40.29:44444
29_05_13:55,0,10.253.40.29:44444
29_05_13:00,0,10.253.40.30:44444
29_05_13:05,0,10.253.40.30:44444
29_05_13:10,0,10.253.40.30:44444
29_05_13:15,0,10.253.40.30:44444
29_05_13:20,0,10.253.40.30:44444
29_05_13:25,0,10.253.40.30:44444
29_05_13:30,0,10.253.40.30:44444
29_05_13:35,0,10.253.40.30:44444
29_05_13:40,0,10.253.40.30:44444
29_05_13:45,0,10.253.40.30:44444
29_05_13:50,0,10.253.40.30:44444
29_05_13:55,0,10.253.40.30:44444
29_05_13:00,0,10.253.40.31:44444
29_05_13:05,0,10.253.40.31:44444
29_05_13:10,0,10.253.40.31:44444
29_05_13:15,0,10.253.40.31:44444
29_05_13:20,0,10.253.40.31:44444
29_05_13:25,0,10.253.40.31:44444
29_05_13:30,0,10.253.40.31:44444
29_05_13:35,0,10.253.40.31:44444
29_05_13:40,0,10.253.40.31:44444
29_05_13:45,0,10.253.40.31:44444
29_05_13:50,0,10.253.40.31:44444
29_05_13:55,0,10.253.40.31:44444
29_05_13:00,0,10.253.40.32:44444
29_05_13:05,0,10.253.40.32:44444
29_05_13:10,0,10.253.40.32:44444
29_05_13:15,0,10.253.40.32:44444
29_05_13:20,0,10.253.40.32:44444
29_05_13:25,0,10.253.40.32:44444
29_05_13:30,0,10.253.40.32:44444
29_05_13:35,0,10.253.40.32:44444
29_05_13:40,0,10.253.40.32:44444
29_05_13:45,1,10.253.40.32:44444
29_05_13:50,0,10.253.40.32:44444
29_05_13:55,0,10.253.40.32:44444
29_05_13:00,0,10.253.40.33:44444
29_05_13:05,0,10.253.40.33:44444
29_05_13:10,0,10.253.40.33:44444
29_05_13:15,0,10.253.40.33:44444
29_05_13:20,0,10.253.40.33:44444
29_05_13:25,0,10.253.40.33:44444
29_05_13:30,0,10.253.40.33:44444
29_05_13:35,0,10.253.40.33:44444
29_05_13:40,0,10.253.40.33:44444
29_05_13:45,0,10.253.40.33:44444
29_05_13:50,0,10.253.40.33:44444
29_05_13:55,0,10.253.40.33:44444
29_05_13:00,0,10.253.40.34:44444
29_05_13:05,1,10.253.40.34:44444
29_05_13:10,0,10.253.40.34:44444
29_05_13:15,1,10.253.40.34:44444
29_05_13:20,0,10.253.40.34:44444
29_05_13:25,0,10.253.40.34:44444
29_05_13:30,1,10.253.40.34:44444
29_05_13:35,0,10.253.40.34:44444
29_05_13:40,0,10.253.40.34:44444
29_05_13:45,0,10.253.40.34:44444
29_05_13:50,0,10.253.40.34:44444
29_05_13:55,0,10.253.40.34:44444
29_05_13:00,0,10.253.40.35:44444
29_05_13:05,0,10.253.40.35:44444
29_05_13:10,0,10.253.40.35:44444
29_05_13:15,0,10.253.40.35:44444
29_05_13:20,0,10.253.40.35:44444
29_05_13:25,0,10.253.40.35:44444
29_05_13:30,0,10.253.40.35:44444
29_05_13:35,0,10.253.40.35:44444
29_05_13:40,0,10.253.40.35:44444
29_05_13:45,0,10.253.40.35:44444
29_05_13:50,0,10.253.40.35:44444
29_05_13:55,0,10.253.40.35:44444
29_05_13:00,0,10.253.40.36:44444
29_05_13:05,0,10.253.40.36:44444
29_05_13:10,0,10.253.40.36:44444
29_05_13:15,0,10.253.40.36:44444
29_05_13:20,1,10.253.40.36:44444
29_05_13:25,0,10.253.40.36:44444
29_05_13:30,0,10.253.40.36:44444
29_05_13:35,0,10.253.40.36:44444
29_05_13:40,0,10.253.40.36:44444
29_05_13:45,0,10.253.40.36:44444
29_05_13:50,0,10.253.40.36:44444
29_05_13:55,0,10.253.40.36:44444
29_05_14:00,1,10.253.40.11:44444
29_05_14:05,1,10.253.40.11:44444
29_05_14:10,0,10.253.40.11:44444
29_05_14:15,0,10.253.40.11:44444
29_05_14:20,0,10.253.40.11:44444
29_05_14:25,0,10.253.40.11:44444
29_05_14:30,0,10.253.40.11:44444
29_05_14:35,0,10.253.40.11:44444
29_05_14:40,0,10.253.40.11:44444
29_05_14:45,0,10.253.40.11:44444
29_05_14:50,0,10.253.40.11:44444
29_05_14:55,1,10.253.40.11:44444
29_05_14:00,0,10.253.40.12:44444
29_05_14:05,0,10.253.40.12:44444
29_05_14:10,0,10.253.40.12:44444
29_05_14:15,0,10.253.40.12:44444
29_05_14:20,0,10.253.40.12:44444
29_05_14:25,0,10.253.40.12:44444
29_05_14:30,0,10.253.40.12:44444
29_05_14:35,0,10.253.40.12:44444
29_05_14:40,0,10.253.40.12:44444
29_05_14:45,0,10.253.40.12:44444
29_05_14:50,0,10.253.40.12:44444
29_05_14:55,0,10.253.40.12:44444
29_05_14:00,0,10.253.40.13:44444
29_05_14:05,0,10.253.40.13:44444
29_05_14:10,0,10.253.40.13:44444
29_05_14:15,0,10.253.40.13:44444
29_05_14:20,0,10.253.40.13:44444
29_05_14:25,0,10.253.40.13:44444
29_05_14:30,0,10.253.40.13:44444
29_05_14:35,0,10.253.40.13:44444
29_05_14:40,0,10.253.40.13:44444
29_05_14:45,0,10.253.40.13:44444
29_05_14:50,0,10.253.40.13:44444
29_05_14:55,0,10.253.40.13:44444
29_05_14:00,0,10.253.40.14:44444
29_05_14:05,0,10.253.40.14:44444
